pegawaidiklat_id;pegawai_nama;diklat_nama;diklat_jp;pegawai_diklat_tahun;jenis_diklat
9504;Pegawai 243;Psikologi Pemeriksaan;21;09/11/2022;Teknis
9505;Pegawai 897;Pemeriksaan Pendapatan Pajak Minerba;13;22/01/2022;Teknis
9506;Pegawai 229;Penyusunan dan analisa kontrak di lingkungan Pemerintahan;18;17/11/2022;Teknis
9507;Pegawai 472;Auditor Ahli Non Akuntansi;19;02/05/2022;Fungsional
9508;Pegawai 730;Speed reading and mind mapping;22;22/09/2022;Teknis
9509;Pegawai 1588;Pengadaan barang dan jasa tingkat menengah;15;26/12/2021;Teknis
9510;Pegawai 701;Pemeriksaan investigatif;19;09/05/2021;Teknis
9511;Pegawai 1959;Pemeriksaan aset kawasan industri;9;18/06/2021;Teknis
9512;Pegawai 719;Diklat Kepemimpinan - I;8;27/09/2022;Kepemimpinan
9513;Pegawai 1610;TABK Excel;19;10/10/2021;Teknis
9514;Pegawai 958;Pemeriksaan Operasional Perbankan;16;31/05/2021;Teknis
9515;Pegawai 659;Pemeriksaan Kinerja Executive;20;12/08/2022;Teknis
9516;Pegawai 1814;Fotografi;11;11/05/2022;Teknis
9517;Pegawai 872;Teknik Pengumpulan dan Analisis Bukti Pemeriksaan Investigatif;16;06/05/2022;Teknis
9518;Pegawai 1724;Pengelolaan Informasi Publik;9;01/11/2022;Teknis
9519;Pegawai 702;Workshop persiapan pemeriksaan LK Kemenkumham, Polri dan Kejaksaan;8;19/01/2022;Teknis
9520;Pegawai 586;Manajemen Perkantoran;22;24/06/2021;Teknis
9521;Pegawai 1000;Evaluasi terhadap KAP yang memeriksa untuk dan atas nama  BPK dan evaluasi terhadap KAP yang memerik;22;13/05/2021;Teknis
9522;Pegawai 123;Pemeriksaan Pendapatan Daerah;13;08/04/2021;Teknis
9523;Pegawai 162;Penulisan Laporan (Gaya Selingkung), Kodering Temuan dan Penyusunan KKP;11;23/06/2022;Teknis
9524;Pegawai 915;Teknik Negosiasi;12;11/09/2021;Teknis
9525;Pegawai 402;Standar Kompetensi dan Evaluasi Jabatan;21;11/04/2022;Teknis
9526;Pegawai 1195;Pemberian Keterangan ahli;21;10/05/2022;Teknis
9527;Pegawai 1317;Etika Kerja Dalam Membangun Hubungan Kerja (PR);12;14/02/2022;Teknis
9528;Pegawai 354;Logical Framework Analysis;11;01/08/2021;Teknis
9529;Pegawai 557;Professional Image Grooming;8;23/11/2021;Teknis
9530;Pegawai 1058;Penulisan Hasil Penelitian;18;23/11/2021;Teknis
9531;Pegawai 1741;Sistem Akuntansi Pemerintah Daerah;11;23/05/2021;Teknis
9532;Pegawai 1344;Pemeriksaan Pasca Tambang;14;03/07/2021;Teknis
9533;Pegawai 806;Workshop persiapan pemeriksaan LK Kemenkumham, Polri dan Kejaksaan;8;19/01/2022;Teknis
9534;Pegawai 1139;Pemberian Pendapat Hukum dan Konsultasi Hukum;11;09/11/2022;Teknis
9535;Pegawai 1281;Diklat Orientasi ke-BPK-an - Tenaga Honorer dan Lolos Butuh;22;19/06/2022;Orientasi Ke-BPK-AN
9536;Pegawai 1341;Pengadaan barang dan jasa tingkat menengah;15;26/12/2021;Teknis
9537;Pegawai 881;Kearsipan Tingkat Lanjut;18;27/10/2021;Teknis
9538;Pegawai 1520;Penyusunan dan revisi anggaran RKA-KL;15;06/04/2021;Teknis
9539;Pegawai 1058;Statistik (metode pengembangan tools);11;21/04/2021;Teknis
9540;Pegawai 49;Reviu pengadaan barang dan jasa;20;23/12/2022;Teknis
9541;Pegawai 360;Penilaian angka kredit JFP;11;23/04/2022;Teknis
9542;Pegawai 1077;Sertifikat Kompetensi;18;05/04/2021;Teknis
9543;Pegawai 1;Analis Kepegawaian;13;20/10/2022;Teknis
9544;Pegawai 507;Penanganan massa;20;02/07/2021;Teknis
9545;Pegawai 594;Professional Image Grooming;8;23/11/2021;Teknis
9546;Pegawai 844;Sistem Pengelolaan Keuangan Pemerintah Pusat (SPKPP);16;10/08/2022;Teknis
9547;Pegawai 1010;Pemeriksaan PNBP dan lingkungan mineral dan pertambangan;17;25/03/2021;Teknis
9548;Pegawai 589;Penulisan Populer dan Infografis;8;24/05/2022;Teknis
9549;Pegawai 53;Pemeriksaan Kinerja Executive;20;12/08/2022;Teknis
9550;Pegawai 1330;Auditor Terampil Akuntansi;19;14/11/2022;Fungsional
9551;Pegawai 67;Teknik Negosiasi;12;11/09/2021;Teknis
9552;Pegawai 1446;Teknik Membaca Cepat;14;22/12/2022;Teknis
9553;Pegawai 319;Pengelolaan Website dan Sosial Media;8;21/12/2021;Teknis
9554;Pegawai 668;Sertifikasi konselor;12;15/09/2022;Teknis
9555;Pegawai 1283;Manajemen Perkantoran;22;24/06/2021;Teknis
9556;Pegawai 87;Pemeriksaan Bencana;9;22/10/2021;Teknis
9557;Pegawai 781;Penetapan Kriteria;8;31/08/2021;Teknis
9558;Pegawai 183;Penilaian Sistem Pengendalian Intern;21;18/03/2022;Teknis
9559;Pegawai 1551;Pengadaan barang dan jasa tingkat menengah;15;26/12/2021;Teknis
9560;Pegawai 1032;Pemeriksaan pajak BUMN jasa karya;19;17/08/2021;Teknis
9561;Pegawai 362;Penyusunan Prosedur Operasional Standar (POS);19;12/01/2021;Teknis
9562;Pegawai 363;Creative thinking;10;06/07/2021;Teknis
9563;Pegawai 121;Workshop;22;03/06/2022;Teknis
9564;Pegawai 1287;Audit Forensik;16;15/04/2021;Teknis
9565;Pegawai 889;Penginderaan Jauh (GIS);12;20/09/2021;Teknis
9566;Pegawai 218;Professional Image Grooming;8;23/11/2021;Teknis
9567;Pegawai 1405;Creative Leadership;21;17/10/2022;Teknis
9568;Pegawai 1862;Analis AnggaranAnalis Kebijakan;8;29/06/2021;Fungsional
9569;Pegawai 1756;Pemeriksaan Pendapatan ;16;02/03/2022;Teknis
9570;Pegawai 436;Diklat Prajabatan - Gol. III;14;04/03/2021;Pra-Jabatan
9571;Pegawai 872;Penetapan Kriteria;8;31/08/2021;Teknis
9572;Pegawai 351;Pemberian Keterangan ahli;21;10/05/2022;Teknis
9573;Pegawai 695;SPKPP;17;31/10/2021;Teknis
9574;Pegawai 79;TABK-Arbutus;11;21/08/2021;Teknis
9575;Pegawai 526;Alih Media Digital;16;21/12/2021;Teknis
9576;Pegawai 24;Penganggaran Berbasis Kinerja;13;05/06/2021;Teknis
9577;Pegawai 892;Pemeriksaan pajak BUMN jasa karya;19;17/08/2021;Teknis
9578;Pegawai 1978;Manajemen Kinerja;17;23/10/2021;Teknis
9579;Pegawai 14;Kerugian Negara;12;29/10/2022;Teknis
9580;Pegawai 619;Korespondensi Modern dan Report Writing;8;11/10/2022;Teknis
9581;Pegawai 1723;Pemeriksaan Badan Usaha Milik Daerah (BUMD);12;15/01/2021;Teknis
9582;Pegawai 1325;Pengelolaan Perpustakaan;9;08/08/2022;Teknis
9583;Pegawai 329;Microsoft Excel;16;19/06/2021;Teknis
9584;Pegawai 1599;Aplikasi Teknologi Informasi dan E-Audit;17;06/09/2021;Teknis
9585;Pegawai 1495;Etika Kerja Dalam Membangun Hubungan Kerja (PR);12;14/02/2022;Teknis
9586;Pegawai 72;Manajemen Kompetensi;20;22/11/2022;Teknis
9587;Pegawai 1423;Master of Ceremony;10;06/01/2021;Teknis
9588;Pegawai 582;Penganggaran Berbasis Kinerja;13;05/06/2021;Teknis
9589;Pegawai 366;Etika Kerja Dalam Membangun Hubungan Kerja (PR);12;14/02/2022;Teknis
9590;Pegawai 261;Effective Communication Skills;17;20/07/2021;Teknis
9591;Pegawai 93;Diklat Kepemimpinan - IV;8;01/11/2022;Kepemimpinan
9592;Pegawai 1978;Metode Penelitian Sosial;11;23/11/2022;Teknis
9593;Pegawai 659;Penulisan Pendapat Hukum;13;13/04/2022;Teknis
9594;Pegawai 186;Pemeriksaan Aset Tetap;17;07/12/2022;Teknis
9595;Pegawai 1466;Rencana Pengembangan Individu;22;01/01/2022;Teknis
9596;Pegawai 172;Fotografi;11;11/05/2022;Teknis
9597;Pegawai 784;Penilaian Risiko Kecurangan dalam Pemeriksaan LKPD;9;16/06/2022;Teknis
9598;Pegawai 923;Prosedur Analitis;20;11/10/2021;Teknis
9599;Pegawai 1389;Pemeriksaan Lingkungan (pengelolaan rawa);10;15/10/2022;Teknis
9600;Pegawai 18;Aspek Hukum dalam Pengadaan Barang dan Jasa;20;01/03/2021;Teknis
9601;Pegawai 1872;Self Motivation Skill;22;25/11/2021;Teknis
9602;Pegawai 42;Analisis Pemecahan Masalah;20;23/12/2021;Teknis
9603;Pegawai 1138;Sistem aplikasi di bidang keuangan dan penyusunan laporan;11;04/03/2022;Teknis
9604;Pegawai 1343;Statistik (metode pengembangan tools);11;21/04/2021;Teknis
9605;Pegawai 22;Diklat Pembentukan Jabatan Fungsional Lainya (JFL);15;22/03/2022;Fungsional
9606;Pegawai 500;Coaching ;15;18/12/2021;Teknis
9607;Pegawai 756;Sertifikasi Asesor;18;07/04/2022;Teknis
9608;Pegawai 1741;Manajemen Konflik;9;12/09/2021;Teknis
9609;Pegawai 1261;Pemeriksaan Belanja Modal dan Aset Tetap;22;10/12/2022;Teknis
9610;Pegawai 1439;Pemeriksaan Pasca Tambang;14;03/07/2021;Teknis
9611;Pegawai 1726;Pemeriksaan LKPD KT;9;22/02/2022;Teknis
9612;Pegawai 1675;Pemeriksaan aset kawasan industri;9;18/06/2021;Teknis
9613;Pegawai 233;Rencana Pengembangan Individu;22;01/01/2022;Teknis
9614;Pegawai 1908;Pemeriksaan LKPD AT;14;27/05/2021;Teknis
9615;Pegawai 1797;Pemeriksaan Kas;13;05/05/2021;Teknis
9616;Pegawai 234;Pengelolaan Website dan Sosial Media;8;21/12/2021;Teknis
9617;Pegawai 853;Pengelolaan dan Penggunaan Kantor Akuntan Publik (KAP);16;13/02/2021;Teknis
9618;Pegawai 897;Aplikasi Perkantoran di BPK;18;30/08/2021;Teknis
9619;Pegawai 629;Pengadaan infrastruktur;18;04/01/2022;Teknis
9620;Pegawai 636;Pengelolaan Perpustakaan;9;08/08/2022;Teknis
9621;Pegawai 83;Psikologi Pemeriksaan;21;09/11/2022;Teknis
9622;Pegawai 1402;Prosedur Analitis;20;11/10/2021;Teknis
9623;Pegawai 1518;Pemeriksaan Atas Laporan Keuangan;21;27/08/2021;Teknis
9624;Pegawai 1357;Analisis dan Pengembangan Organisasi;18;11/04/2021;Teknis
9625;Pegawai 1648;Pengadaan infrastruktur;18;04/01/2022;Teknis
9626;Pegawai 772;Auditor Ahli Non Akuntansi;19;02/05/2022;Fungsional
9627;Pegawai 541;Perencanaan Pengadaan;20;13/12/2021;Teknis
9628;Pegawai 1363;Teknik Wawancara;10;27/11/2021;Teknis
9629;Pegawai 576;Korespondensi Modern dan Report Writing;8;11/10/2022;Teknis
9630;Pegawai 99;Risk Based Audit dan SIAP LKPD;17;14/06/2022;Teknis
9631;Pegawai 1546;Penyusunan dan Analisis Kontrak;8;26/01/2021;Teknis
9632;Pegawai 308;Monitoring dan Evaluasi Kinerja RKA (PMK 249/2011);22;02/12/2022;Teknis
9633;Pegawai 984;PPSPM Negara Tersertifikasi;11;19/07/2022;Teknis
9634;Pegawai 932;TABK-Arbutus;11;21/08/2021;Teknis
9635;Pegawai 846;Aspek Hukum dan Tindak Pidana Korupsi;12;19/03/2021;Teknis
9636;Pegawai 520;Coaching ;15;18/12/2021;Teknis
9637;Pegawai 1814;Penulisan Populer dan Infografis;8;24/05/2022;Teknis
9638;Pegawai 566;Manajemen Kediklatan;11;13/03/2021;Teknis
9639;Pegawai 1340;Pemeriksaan PBJ;21;12/01/2022;Teknis
9640;Pegawai 1037;Managing Difficult and Conflict People;14;01/02/2021;Teknis
9641;Pegawai 1930;Pemeriksaan Area Kunci;18;24/12/2021;Teknis
9642;Pegawai 1668;TABK-Arbutus;11;21/08/2021;Teknis
9643;Pegawai 810;Keprotokolan;10;27/11/2022;Teknis
9644;Pegawai 1170;Coaching ;15;18/12/2021;Teknis
9645;Pegawai 1411;Prosedur Analitis;20;11/10/2021;Teknis
9646;Pegawai 1781;Master of Ceremony;10;06/01/2021;Teknis
9647;Pegawai 872;Pemeriksaan Belanja Modal dan Aset Tetap;22;10/12/2022;Teknis
9648;Pegawai 1264;Manajemen TI;20;17/09/2022;Teknis
9649;Pegawai 1484;Pelayanan Prima;11;09/06/2021;Teknis
9650;Pegawai 1588;Diklat Pembentukan Jabatan Fungsional Pemeriksa (JFP);12;03/04/2022;Fungsional
9651;Pegawai 577;Pemeriksaan Aset dan Investasi;14;17/12/2021;Teknis
9652;Pegawai 1889;Pemeriksaan Kinerja  AT;21;16/07/2021;Teknis
9653;Pegawai 603;Review CFE;9;26/12/2021;Teknis
9654;Pegawai 1026;Analisis Pemecahan Masalah;20;23/12/2021;Teknis
9655;Pegawai 1830;Workshop persiapan pemeriksaan LKPP/LKKL;14;22/08/2022;Teknis
9656;Pegawai 322;Aplikasi Perkantoran di BPK;18;30/08/2021;Teknis
9657;Pegawai 1985;Analis AnggaranAnalis Kebijakan;8;29/06/2021;Fungsional
9658;Pegawai 611;Pemeriksaan Pendapatan Daerah;13;08/04/2021;Teknis
9659;Pegawai 735;Diklat Peran Pengendali Mutu (PM);19;13/02/2021;Fungsional
9660;Pegawai 15;Kearsipan dan Kesekretariatan;17;26/04/2021;Teknis
9661;Pegawai 1087;Manajemen Kediklatan;11;13/03/2021;Teknis
9662;Pegawai 1154;Perumusan Opini;15;11/08/2021;Teknis
9663;Pegawai 328;Standar Akuntansi Pemerintahan;19;13/10/2021;Teknis
9664;Pegawai 864;Manajemen Konflik;9;12/09/2021;Teknis
9665;Pegawai 390;Aspek Hukum dalam Pengelolaan Keuangan Negara;15;19/05/2022;Teknis
9666;Pegawai 1949;Diklat Kepemimpinan - II;8;18/01/2021;Kepemimpinan
9667;Pegawai 1211;Pemasaran Sektor Publik;9;14/12/2021;Teknis
9668;Pegawai 34;Auditor Ahli Non Akuntansi;19;02/05/2022;Fungsional
9669;Pegawai 83;Pemeriksaan Berprespektif Lingkungan;17;15/04/2022;Teknis
9670;Pegawai 935;Auditor Ahli-Crash Program;13;22/05/2022;Fungsional
9671;Pegawai 1341;Diklat Orientasi ke-BPK-an - Gol. II;13;10/09/2021;Orientasi Ke-BPK-AN
9672;Pegawai 1727;Pemeriksaan dana bergulir;17;23/06/2022;Teknis
9673;Pegawai 318;Oracle Database;12;27/06/2022;Teknis
9674;Pegawai 407;Kehumasan;10;01/01/2022;Teknis
9675;Pegawai 506;Standar Akuntansi Pemerintahan;19;13/10/2021;Teknis
9676;Pegawai 1086;Psikologi Pemeriksaan;21;09/11/2022;Teknis
9677;Pegawai 23;Aspek Hukum dalam Pengadaan Barang dan Jasa;20;01/03/2021;Teknis
9678;Pegawai 757;Penulisan Kajian;14;12/11/2021;Teknis
9679;Pegawai 805;Teknik Membaca Cepat;14;22/12/2022;Teknis
9680;Pegawai 26;Peningkatan Kapasitas Pengelola Museum BPK RI;17;17/05/2022;Teknis
9681;Pegawai 1997;Pemberian keterangan ahli;21;10/05/2022;Teknis
9682;Pegawai 153;Pemeriksaan Belanja Modal dan Aset Tetap;22;10/12/2022;Teknis
9683;Pegawai 578;Risk Based Audit ;19;10/01/2022;Teknis
9684;Pegawai 337;Workshop persiapan pemeriksaan tematik Program Keluarga Harapan;11;20/03/2022;Teknis
9685;Pegawai 1496;Diklat Kepemimpinan - I;8;27/09/2022;Kepemimpinan
9686;Pegawai 1197;Aplikasi Perkantoran di BPK;18;30/08/2021;Teknis
9687;Pegawai 334;Teknik Wawancara dan SIAP LKPD;22;04/02/2022;Teknis
9688;Pegawai 187;Diklat Kepemimpinan - III;10;24/09/2022;Kepemimpinan
9689;Pegawai 1422;Pemeriksaan Operasional Perbankan;16;31/05/2021;Teknis
9690;Pegawai 523;Analis KepegawaianAnggota Tim;21;17/06/2021;Fungsional
9691;Pegawai 455;Workshop;22;03/06/2022;Teknis
9692;Pegawai 1697;Manajemen Konflik;9;12/09/2021;Teknis
9693;Pegawai 1696;Sertifikasi konselor;12;15/09/2022;Teknis
9694;Pegawai 793;Diklat Orientasi ke-BPK-an - Tenaga Honorer dan Lolos Butuh;22;19/06/2022;Orientasi Ke-BPK-AN
9695;Pegawai 437;Sertifikasi Asesor;18;07/04/2022;Teknis
9696;Pegawai 793;Effective Communication Skills;17;20/07/2021;Teknis
9697;Pegawai 907;Sertifikasi Asesor;18;07/04/2022;Teknis
9698;Pegawai 1547;Legal Drafting, legal review, &amp;9;12/04/2021;Teknis
9699;Pegawai 612;Legal Drafting, legal review, &amp;9;12/04/2021;Teknis
9700;Pegawai 861;Pengadaan infrastruktur;18;04/01/2022;Teknis
9701;Pegawai 597;Penataran P4;13;22/09/2021;P4
9702;Pegawai 1050;Sertifikasi Pengadaan Barang dan Jasa;17;05/08/2022;Teknis
9703;Pegawai 1835;Metode Penelitian Sosial;11;23/11/2022;Teknis
9704;Pegawai 1700;Teknik Negosiasi;12;11/09/2021;Teknis
9705;Pegawai 1041;Pemeriksaan Berprespektif Lingkungan;17;15/04/2022;Teknis
9706;Pegawai 1059;Manajemen TI;20;17/09/2022;Teknis
9707;Pegawai 406;Teknik Interviu dan FGD;16;03/10/2021;Teknis
9708;Pegawai 59;Penulisan Kajian;14;12/11/2021;Teknis
9709;Pegawai 44;Teknik Pengumpulan dan Analisis Bukti Pemeriksaan Investigatif;16;06/05/2022;Teknis
9710;Pegawai 847;Reviu pengadaan barang dan jasa;20;23/12/2022;Teknis
9711;Pegawai 813;Diklat Peran Pengendali Teknis (PT);13;29/12/2022;Fungsional
9712;Pegawai 1322;Pemeriksaan Aset dan Investasi;14;17/12/2021;Teknis
9713;Pegawai 1317;Manajemen Konflik;9;12/09/2021;Teknis
9714;Pegawai 1463;Self Motivation Skill;22;25/11/2021;Teknis
9715;Pegawai 982;Penanganan massa;20;02/07/2021;Teknis
9716;Pegawai 686;Pemrograman Berbasis Web dan Desktop;10;22/07/2022;Teknis
9717;Pegawai 335;Diklat Peran Pengendali Mutu (PM);19;13/02/2021;Fungsional
9718;Pegawai 1528;Pemeriksaan Badan Layanan Umum (BLU);9;24/05/2022;Teknis
9719;Pegawai 424;Pembentukan Instruktur;9;16/06/2021;Teknis
9720;Pegawai 1053;Pemeriksaan Belanja Modal dan Aset Tetap;22;10/12/2022;Teknis
9721;Pegawai 227;DIKLAT PEMERIKSADiklat Peran Anggota Tim Senior (ATS);18;30/06/2022;Fungsional
9722;Pegawai 1116;Media Handling;12;05/03/2021;Teknis
9723;Pegawai 834;SAP dan Reviu LKPD;9;04/06/2021;Teknis
9724;Pegawai 693;Penilaian angka kredit JFP;11;23/04/2022;Teknis
9725;Pegawai 947;Pemeriksaan investigatif;19;09/05/2021;Teknis
9726;Pegawai 62;Budaya Organisasi;19;23/09/2021;Teknis
9727;Pegawai 1971;Penanganan massa;20;02/07/2021;Teknis
9728;Pegawai 1165;Perencanaan Strategis;13;08/03/2022;Teknis
9729;Pegawai 1899;TABK-SAI;12;14/11/2022;Teknis
9730;Pegawai 188;Berpikir Kritis dan Inovatif;10;26/03/2021;Teknis
9731;Pegawai 1448;Pengadaan infrastruktur;18;04/01/2022;Teknis
9732;Pegawai 1479;PPSPM Negara Tersertifikasi;11;19/07/2022;Teknis
9733;Pegawai 450;Pemeriksaan kinerja;18;26/08/2021;Teknis
9734;Pegawai 770;Workshop persiapan pemeriksaan LK Kemenkumham, Polri dan Kejaksaan;8;19/01/2022;Teknis
9735;Pegawai 800;Pemeriksaan Badan Layanan Umum (BLU);9;24/05/2022;Teknis
9736;Pegawai 1684;Pemeriksaan Berprespektif Lingkungan;17;15/04/2022;Teknis
9737;Pegawai 1392;Diklat Kepemimpinan - II;8;18/01/2021;Kepemimpinan
9738;Pegawai 1757;Etika Profesi Bidang Telematika;22;24/10/2022;Teknis
9739;Pegawai 449;Manajemen Kinerja;17;23/10/2021;Teknis
9740;Pegawai 1481;Risk Based Audit ;19;10/01/2022;Teknis
9741;Pegawai 462;Etika Profesi Bidang Telematika;22;24/10/2022;Teknis
9742;Pegawai 905;Pemeriksaan Bencana;9;22/10/2021;Teknis
9743;Pegawai 1569;Sertifikasi Bendahara Pengeluaran;21;04/10/2021;Teknis
9744;Pegawai 989;Pemeriksaan Pendapatan Pajak Minerba;13;22/01/2022;Teknis
9745;Pegawai 1533;Audit Forensik;16;15/04/2021;Teknis
9746;Pegawai 454;Pemberian Pendapat Hukum dan Konsultasi Hukum;11;09/11/2022;Teknis
9747;Pegawai 151;Pemasaran Sektor Publik;9;14/12/2021;Teknis
9748;Pegawai 643;Workshop persiapan pemeriksaan LK Kemenkumham, Polri dan Kejaksaan;8;19/01/2022;Teknis
9749;Pegawai 660;Workshop persiapan pemeriksaan tematik Program Keluarga Harapan;11;20/03/2022;Teknis
9750;Pegawai 1500;Pengadaan barang dan jasa tingkat menengah;15;26/12/2021;Teknis
9751;Pegawai 1642;Pemeriksaan Pendapatan Daerah;13;08/04/2021;Teknis
9752;Pegawai 394;Pengelolaan Website dan Sosial Media;8;21/12/2021;Teknis
9753;Pegawai 651;Pemeriksaan Pendapatan ;16;02/03/2022;Teknis
9754;Pegawai 968;Pelayanan Prima;11;09/06/2021;Teknis
9755;Pegawai 1086;Konseling;9;16/05/2021;Teknis
9756;Pegawai 1184;Diklat Prajabatan - Gol. III;14;04/03/2021;Pra-Jabatan
9757;Pegawai 473;Analisis dan Pengembangan Organisasi;18;11/04/2021;Teknis
9758;Pegawai 100;Self Motivation Skill;22;25/11/2021;Teknis
9759;Pegawai 1664;Sistem Aplikasi Pemeriksaan (SiAP) LK;16;26/03/2022;Teknis
9760;Pegawai 1467;TABK (ACL, Arbutus, IDEA, Excel);11;26/05/2021;Teknis
9761;Pegawai 484;Change Management;10;27/10/2022;Teknis
9762;Pegawai 1550;Penilaian Aset;16;30/01/2022;Teknis
9763;Pegawai 1673;Penanganan massa;20;02/07/2021;Teknis
9764;Pegawai 1405;Pengendali Teknis Yunior;21;28/02/2021;Fungsional
9765;Pegawai 480;Sistem Aplikasi Pemeriksaan (SiAP) LK;16;26/03/2022;Teknis
9766;Pegawai 1815;TABK-Arbutus;11;21/08/2021;Teknis
9767;Pegawai 369;Self Motivation Skill;22;25/11/2021;Teknis
9768;Pegawai 1732;Diklat Kepemimpinan - I;8;27/09/2022;Kepemimpinan
9769;Pegawai 1018;Auditor Ahli-Crash Program;13;22/05/2022;Fungsional
9770;Pegawai 307;Pemeriksaan Kinerja KT;20;14/09/2021;Teknis
9771;Pegawai 313;Penginderaan Jauh (GIS);12;20/09/2021;Teknis
9772;Pegawai 790;Etika Kerja Dalam Membangun Hubungan Kerja (PR);12;14/02/2022;Teknis
9773;Pegawai 1826;Sertifikasi konselor;12;15/09/2022;Teknis
9774;Pegawai 227;Pemeriksaan Belanja Modal dan Aset Tetap;22;10/12/2022;Teknis
9775;Pegawai 1147;Pemeriksaan LKPD AT;14;27/05/2021;Teknis
9776;Pegawai 1953;International Financial Reporting System (IFRS);15;18/03/2021;Teknis
9777;Pegawai 375;Analis KepegawaianAnggota Tim;21;17/06/2021;Fungsional
9778;Pegawai 668;Managing Difficult and Conflict People;14;01/02/2021;Teknis
9779;Pegawai 1200;TABK-ACL;19;18/02/2021;Teknis
9780;Pegawai 1926;Pemeriksaan Kinerja KT;20;14/09/2021;Teknis
9781;Pegawai 1864;Kehumasan;10;01/01/2022;Teknis
9782;Pegawai 1680;Pengelolaan Aset Negara (BMN);20;13/02/2022;Teknis
9783;Pegawai 9;Pemeriksaan dana bergulir;17;23/06/2022;Teknis
9784;Pegawai 754;Standar Akuntansi Pemerintahan;19;13/10/2021;Teknis
9785;Pegawai 179;Keprotokolan;10;27/11/2022;Teknis
9786;Pegawai 1652;Diklat Kepemimpinan - IV;8;01/11/2022;Kepemimpinan
9787;Pegawai 842;PPSPM Negara Tersertifikasi;11;19/07/2022;Teknis
9788;Pegawai 296;Penganggaran Berbasis Kinerja;13;05/06/2021;Teknis
9789;Pegawai 35;e-procurement;13;24/05/2022;Teknis
9790;Pegawai 649;Pemberian Pendapat Hukum dan Konsultasi Hukum;11;09/11/2022;Teknis
9791;Pegawai 1312;Jabatan Fungsional Pranata dan Analis Pengelolaan Keuangan APBN;20;11/08/2022;Fungsional
9792;Pegawai 1655;Penanganan massa;20;02/07/2021;Teknis
9793;Pegawai 1299;Pemeriksaan Kinerja KT;20;14/09/2021;Teknis
9794;Pegawai 850;Pemeriksaan Kinerja Executive;20;12/08/2022;Teknis
9795;Pegawai 1411;Pemeriksaan Aset Tetap;17;07/12/2022;Teknis
9796;Pegawai 1655;Berpikir Kritis dan Inovatif;10;26/03/2021;Teknis
9797;Pegawai 1821;Managing Difficult and Conflict People;14;01/02/2021;Teknis
9798;Pegawai 168;Penulisan Populer dan Infografis;8;24/05/2022;Teknis
9799;Pegawai 1856;Manajemen Perkantoran;22;24/06/2021;Teknis
9800;Pegawai 231;Pemeriksaan Belanja Modal dan Aset Tetap;22;10/12/2022;Teknis
9801;Pegawai 1653;Legal Drafting, legal review, &amp;9;12/04/2021;Teknis
9802;Pegawai 435;Review CFE;9;26/12/2021;Teknis
9803;Pegawai 1880;Pemasaran Sektor Publik;9;14/12/2021;Teknis
9804;Pegawai 533;Workshop;22;03/06/2022;Teknis
9805;Pegawai 570;Risk Based Audit dan SIAP LKPD;17;14/06/2022;Teknis
9806;Pegawai 1826;Sertifikasi Bendahara Pengeluaran;21;04/10/2021;Teknis
9807;Pegawai 491;Reviu Opini atas LHP LK;13;21/06/2022;Teknis
9808;Pegawai 1637;Perencanaan Pengadaan;20;13/12/2021;Teknis
9809;Pegawai 199;Sistem aplikasi di bidang keuangan dan penyusunan laporan;11;04/03/2022;Teknis
9810;Pegawai 727;Pemeriksaan Berprespektif Lingkungan;17;15/04/2022;Teknis
9811;Pegawai 617;Psikologi Pemeriksaan;21;09/11/2022;Teknis
9812;Pegawai 1401;Stress Management;20;23/12/2022;Teknis
9813;Pegawai 981;Pemeriksaan Infrastruktur ;15;03/08/2021;Teknis
9814;Pegawai 1266;Stress Management;20;23/12/2022;Teknis
9815;Pegawai 144;Diklat Pembentukan Jabatan Fungsional Pemeriksa (JFP);12;03/04/2022;Fungsional
9816;Pegawai 953;e-procurement;13;24/05/2022;Teknis
9817;Pegawai 1021;Microsoft Excel;16;19/06/2021;Teknis
9818;Pegawai 1805;Diklat Kepemimpinan - II;8;18/01/2021;Kepemimpinan
9819;Pegawai 533;Pengadaan infrastruktur;18;04/01/2022;Teknis
9820;Pegawai 1967;Dasar-dasar Manajemen &amp;11;19/08/2022;Teknis
9821;Pegawai 1322;Auditor Ahli-Crash Program;13;22/05/2022;Fungsional
9822;Pegawai 1253;Sistem Pengelolaan Keuangan Pemerintah Pusat (SPKPP);16;10/08/2022;Teknis
9823;Pegawai 475;Digital Forensic;15;21/01/2021;Teknis
9824;Pegawai 798;Workshop persiapan pemeriksaan tematik atas Kinerja APIP;12;01/03/2022;Teknis
9825;Pegawai 610;Diklat Peran Anggota Tim Yunior (ATY);20;12/04/2021;Fungsional
9826;Pegawai 755;Lain-lain;19;26/06/2022;Teknis
9827;Pegawai 81;Diklat Peran Ketua Tim Senior (KTS);18;25/07/2022;Fungsional
9828;Pegawai 634;Penyusunan dan analisa kontrak di lingkungan Pemerintahan;18;17/11/2022;Teknis
9829;Pegawai 1691;DIKLAT PEMERIKSADiklat Peran Anggota Tim Senior (ATS);18;30/06/2022;Fungsional
9830;Pegawai 641;Pemeriksaan dana bergulir;17;23/06/2022;Teknis
9831;Pegawai 1854;Pemeriksaan Operasional Perbankan;16;31/05/2021;Teknis
9832;Pegawai 471;Creative thinking;10;06/07/2021;Teknis
