pegawai_bahasa_id;pegawai_nama;bahasa_nama;tahun_dari;pegawai_perwakilan
995;Pegawai 1926;English;15/12/2021;BPK Perwakilan Provinsi Kalimantan Barat
996;Pegawai 1728;English;08/09/2020;BPK Perwakilan Provinsi Jawa Timur
997;Pegawai 401;English;22/11/2021;BPK Perwakilan Provinsi Jawa Barat
998;Pegawai 1725;English;15/06/2022;BPK Perwakilan Provinsi DI Yogyakarta
999;Pegawai 1989;English;28/02/2019;BPK Perwakilan Provinsi Kalimantan Utara
1000;Pegawai 382;English;20/03/2022;BPK Perwakilan Provinsi Lampung
1001;Pegawai 1700;English;24/07/2019;BPK Perwakilan Provinsi Nusa Tenggara Timur
1002;Pegawai 551;English;12/09/2021;BPK Perwakilan Provinsi Sulawesi Tenggara
1003;Pegawai 1856;English;11/10/2019;BPK Perwakilan Provinsi Sulawesi Tengah
1004;Pegawai 817;English;03/10/2019;BPK Perwakilan Provinsi Aceh
1005;Pegawai 1174;English;06/02/2020;BPK Perwakilan Provinsi Kalimantan Selatan
1006;Pegawai 1014;English;06/12/2021;BPK Perwakilan Provinsi Bangka Belitung
1007;Pegawai 1244;English;30/12/2020;BPK Perwakilan Provinsi Kalimantan Barat
1008;Pegawai 1603;English;12/04/2020;BPK Perwakilan Provinsi Jawa Barat
1009;Pegawai 21;English;25/03/2020;BPK Perwakilan Provinsi Bengkulu
1010;Pegawai 116;English;23/10/2019;BPK Perwakilan Provinsi Kepulauan Riau
1011;Pegawai 1731;English;03/04/2022;BPK Perwakilan Provinsi Sumatera Selatan
1012;Pegawai 1763;English;24/12/2019;BPK Perwakilan Provinsi Sumatera Barat
1013;Pegawai 404;English;20/01/2022;BPK Perwakilan Provinsi Kalimantan Barat
1014;Pegawai 483;English;21/10/2020;BPK Perwakilan Provinsi Jawa Barat
1015;Pegawai 1101;English;18/08/2020;BPK Perwakilan Provinsi Lampung
1016;Pegawai 727;English;13/11/2019;BPK Perwakilan Provinsi Jambi
1017;Pegawai 1113;English;06/05/2021;BPK Perwakilan Provinsi Papua Barat
1018;Pegawai 48;English;02/11/2021;BPK Perwakilan Provinsi Jawa Barat
1019;Pegawai 923;English;24/07/2021;BPK Perwakilan Provinsi Jawa Barat
1020;Pegawai 1470;English;23/08/2020;BPK Perwakilan Provinsi Nusa Tenggara Barat
1021;Pegawai 291;English;12/06/2022;BPK Perwakilan Provinsi Kalimantan Timur
1022;Pegawai 1236;English;22/11/2019;BPK Perwakilan Provinsi Jawa Barat
1023;Pegawai 886;English;01/02/2020;BPK Perwakilan Provinsi Sulawesi Tengah
1024;Pegawai 1801;English;13/10/2022;BPK Perwakilan Provinsi Jawa Tengah
1025;Pegawai 1064;English;18/07/2019;BPK Perwakilan Provinsi Kalimantan Timur
1026;Pegawai 269;English;28/03/2020;BPK Perwakilan Provinsi Sulawesi Tengah
1027;Pegawai 1768;English;27/08/2019;BPK Perwakilan Provinsi Gorontalo
1028;Pegawai 820;English;08/11/2020;BPK Perwakilan Provinsi Kalimantan Utara
1029;Pegawai 638;English;22/02/2019;BPK Perwakilan Provinsi Sulawesi Tenggara
1030;Pegawai 1513;English;12/06/2022;BPK Perwakilan Provinsi Jawa Tengah
1031;Pegawai 1276;English;13/11/2019;BPK Perwakilan Provinsi DI Yogyakarta
1032;Pegawai 275;English;04/04/2021;BPK Perwakilan Provinsi Lampung
1033;Pegawai 1134;English;18/08/2020;BPK Perwakilan Provinsi Kalimantan Timur
1034;Pegawai 350;English;22/05/2022;BPK Perwakilan Provinsi Maluku
1035;Pegawai 600;English;19/06/2020;BPK Perwakilan Provinsi Bali
1036;Pegawai 624;English;02/07/2020;BPK Perwakilan Provinsi Lampung
1037;Pegawai 1085;English;05/11/2022;BPK Perwakilan Provinsi Nusa Tenggara Timur
1038;Pegawai 706;English;05/11/2022;BPK Perwakilan Provinsi Maluku Utara
1039;Pegawai 497;English;08/07/2021;BPK Perwakilan Provinsi Sumatera Selatan
1040;Pegawai 1230;English;21/07/2022;BPK Perwakilan Provinsi Bangka Belitung
1041;Pegawai 908;English;12/12/2022;BPK Perwakilan Provinsi Bangka Belitung
1042;Pegawai 1614;English;10/10/2020;BPK Perwakilan Provinsi Kalimantan Barat
1043;Pegawai 1290;English;19/09/2022;BPK Perwakilan Provinsi Sulawesi Tengah
1044;Pegawai 938;English;06/05/2020;BPK Perwakilan Provinsi Papua
1045;Pegawai 656;English;29/06/2019;BPK Perwakilan Provinsi Sumatera Utara
1046;Pegawai 1261;English;15/04/2022;BPK Perwakilan Provinsi Jambi
1047;Pegawai 566;English;02/01/2020;BPK Perwakilan Provinsi Sulawesi Barat
1048;Pegawai 1990;English;04/08/2021;BPK Perwakilan Provinsi Kalimantan Timur
1049;Pegawai 1569;English;14/05/2021;BPK Perwakilan Provinsi Papua Barat
1050;Pegawai 1165;English;19/03/2019;BPK Perwakilan Provinsi Jawa Timur
1051;Pegawai 45;English;11/07/2022;BPK Perwakilan Provinsi Jawa Timur
1052;Pegawai 1274;English;16/06/2020;BPK Perwakilan Provinsi Jawa Barat
1053;Pegawai 710;English;26/08/2020;BPK Perwakilan Provinsi DI Yogyakarta
1054;Pegawai 790;English;01/12/2022;BPK Perwakilan Provinsi Lampung
1055;Pegawai 103;English;04/11/2019;BPK Perwakilan Provinsi Papua
1056;Pegawai 1238;English;15/02/2019;BPK Perwakilan Provinsi Jawa Timur
1057;Pegawai 1969;English;08/12/2020;BPK Perwakilan Provinsi Gorontalo
1058;Pegawai 1549;English;08/11/2021;BPK Perwakilan Provinsi Sulawesi Tenggara
1059;Pegawai 1008;English;05/08/2021;BPK Perwakilan Provinsi Riau
1060;Pegawai 738;English;22/05/2019;BPK Perwakilan Provinsi DI Yogyakarta
1061;Pegawai 664;English;20/12/2020;BPK Perwakilan Provinsi Gorontalo
1062;Pegawai 1069;English;05/03/2022;BPK Perwakilan Provinsi DI Yogyakarta
1063;Pegawai 1544;English;13/03/2019;BPK Perwakilan Provinsi DKI Jakarta
1064;Pegawai 568;English;11/04/2020;BPK Perwakilan Provinsi DKI Jakarta
1065;Pegawai 718;English;11/03/2020;BPK Perwakilan Provinsi Sumatera Selatan
1066;Pegawai 1771;English;09/02/2019;BPK Perwakilan Provinsi Kalimantan Selatan
1067;Pegawai 1299;English;16/06/2022;BPK Perwakilan Provinsi Sulawesi Selatan
1068;Pegawai 152;English;09/11/2021;BPK Perwakilan Provinsi Bali
1069;Pegawai 1367;English;29/05/2019;BPK Perwakilan Provinsi Nusa Tenggara Barat
1070;Pegawai 380;English;26/08/2020;BPK Perwakilan Provinsi Sumatera Barat
1071;Pegawai 1005;English;28/07/2022;BPK Perwakilan Provinsi Sulawesi Tenggara
1072;Pegawai 1299;English;14/10/2020;BPK Perwakilan Provinsi Sulawesi Selatan
1073;Pegawai 1446;English;02/09/2019;BPK Perwakilan Provinsi Aceh
1074;Pegawai 1540;English;13/05/2022;BPK Perwakilan Provinsi Bali
1075;Pegawai 1480;English;24/06/2019;BPK Perwakilan Provinsi Bengkulu
1076;Pegawai 1781;English;08/08/2021;BPK Perwakilan Provinsi Bangka Belitung
1077;Pegawai 947;English;22/10/2020;BPK Perwakilan Provinsi Nusa Tenggara Timur
1078;Pegawai 1559;English;06/10/2021;BPK Perwakilan Provinsi Kepulauan Riau
1079;Pegawai 312;English;20/11/2022;BPK Perwakilan Provinsi DI Yogyakarta
1080;Pegawai 1397;English;25/03/2021;BPK Perwakilan Provinsi Bali
1081;Pegawai 1127;English;27/12/2020;BPK Perwakilan Provinsi Sulawesi Barat
1082;Pegawai 470;English;05/11/2021;BPK Perwakilan Provinsi Kepulauan Riau
1083;Pegawai 1815;English;25/02/2019;BPK Perwakilan Provinsi Jawa Tengah
1084;Pegawai 389;English;23/11/2019;BPK Perwakilan Provinsi DI Yogyakarta
1085;Pegawai 216;English;10/08/2019;BPK Perwakilan Provinsi Kepulauan Riau
1086;Pegawai 763;English;27/03/2019;BPK Perwakilan Provinsi Jambi
1087;Pegawai 418;English;04/12/2019;BPK Perwakilan Provinsi Jawa Barat
1088;Pegawai 272;English;07/07/2021;BPK Perwakilan Provinsi Jambi
1089;Pegawai 461;English;12/11/2019;BPK Perwakilan Provinsi Bali
1090;Pegawai 1078;English;03/04/2022;BPK Perwakilan Provinsi Sulawesi Tengah
1091;Pegawai 121;English;13/02/2021;BPK Perwakilan Provinsi Nusa Tenggara Timur
1092;Pegawai 758;English;15/02/2020;BPK Perwakilan Provinsi Kalimantan Tengah
1093;Pegawai 948;English;12/08/2019;BPK Perwakilan Provinsi Aceh
1094;Pegawai 115;English;02/11/2019;BPK Perwakilan Provinsi Bangka Belitung
1095;Pegawai 1537;English;05/07/2020;BPK Perwakilan Provinsi Kalimantan Barat
1096;Pegawai 1290;English;26/11/2022;BPK Perwakilan Provinsi Sulawesi Tengah
1097;Pegawai 1955;English;17/06/2022;BPK Perwakilan Provinsi Gorontalo
1098;Pegawai 953;English;15/01/2021;BPK Perwakilan Provinsi Sumatera Barat
1099;Pegawai 1503;English;16/08/2020;BPK Perwakilan Provinsi Maluku
1100;Pegawai 1727;English;02/11/2022;BPK Perwakilan Provinsi Jambi
1101;Pegawai 1791;English;07/02/2019;BPK Perwakilan Provinsi Kalimantan Utara
1102;Pegawai 1745;English;18/04/2022;BPK Perwakilan Provinsi Lampung
1103;Pegawai 116;English;25/11/2020;BPK Perwakilan Provinsi Kepulauan Riau
1104;Pegawai 148;English;07/11/2020;BPK Perwakilan Provinsi Bengkulu
1105;Pegawai 827;English;28/02/2020;BPK Perwakilan Provinsi Lampung
1106;Pegawai 190;English;06/04/2019;BPK Perwakilan Provinsi Kepulauan Riau
1107;Pegawai 1455;English;11/05/2019;BPK Perwakilan Provinsi Kepulauan Riau
1108;Pegawai 1059;English;14/05/2022;BPK Perwakilan Provinsi Nusa Tenggara Barat
1109;Pegawai 986;English;13/09/2022;BPK Perwakilan Provinsi Maluku
1110;Pegawai 1864;English;09/12/2021;BPK Perwakilan Provinsi DI Yogyakarta
1111;Pegawai 1346;English;05/03/2019;BPK Perwakilan Provinsi Banten
1112;Pegawai 1602;English;03/02/2022;BPK Perwakilan Provinsi Riau
1113;Pegawai 176;English;12/04/2020;BPK Perwakilan Provinsi Riau
1114;Pegawai 1881;English;01/02/2019;BPK Perwakilan Provinsi Papua
1115;Pegawai 1913;English;11/05/2022;BPK Perwakilan Provinsi Sulawesi Barat
1116;Pegawai 1762;English;12/05/2019;BPK Perwakilan Provinsi Sulawesi Tenggara
1117;Pegawai 177;English;16/01/2022;BPK Perwakilan Provinsi DI Yogyakarta
1118;Pegawai 1921;English;20/10/2020;BPK Perwakilan Provinsi Gorontalo
1119;Pegawai 251;English;09/09/2019;BPK Perwakilan Provinsi Kalimantan Utara
1120;Pegawai 1768;English;17/06/2019;BPK Perwakilan Provinsi Gorontalo
1121;Pegawai 1289;English;04/12/2022;BPK Perwakilan Provinsi Kalimantan Barat
1122;Pegawai 939;English;29/06/2022;BPK Perwakilan Provinsi Sulawesi Tengah
1123;Pegawai 666;English;05/09/2022;BPK Perwakilan Provinsi Gorontalo
1124;Pegawai 1162;English;10/07/2019;BPK Perwakilan Provinsi Kalimantan Tengah
1125;Pegawai 621;English;22/05/2021;BPK Perwakilan Provinsi Lampung
1126;Pegawai 732;English;24/02/2022;BPK Perwakilan Provinsi Gorontalo
1127;Pegawai 1334;English;16/01/2021;BPK Perwakilan Provinsi Bali
1128;Pegawai 496;English;04/05/2019;BPK Perwakilan Provinsi Nusa Tenggara Barat
1129;Pegawai 105;English;26/04/2020;BPK Perwakilan Provinsi Kalimantan Tengah
1130;Pegawai 1086;English;09/09/2020;BPK Perwakilan Provinsi Sumatera Selatan
1131;Pegawai 1819;English;21/07/2022;BPK Perwakilan Provinsi Sulawesi Tengah
1132;Pegawai 781;English;03/09/2022;BPK Perwakilan Provinsi Kalimantan Barat
1133;Pegawai 1006;English;15/10/2019;BPK Perwakilan Provinsi Kalimantan Selatan
1134;Pegawai 1345;English;24/09/2021;BPK Perwakilan Provinsi Bangka Belitung
1135;Pegawai 857;English;30/12/2022;BPK Perwakilan Provinsi Sulawesi Barat
1136;Pegawai 676;English;04/08/2019;BPK Perwakilan Provinsi Aceh
1137;Pegawai 1111;English;08/04/2021;BPK Perwakilan Provinsi Sumatera Utara
1138;Pegawai 1786;English;10/05/2019;BPK Perwakilan Provinsi Jambi
1139;Pegawai 664;English;11/02/2021;BPK Perwakilan Provinsi Gorontalo
1140;Pegawai 346;English;04/02/2019;BPK Perwakilan Provinsi Bangka Belitung
1141;Pegawai 1004;English;28/12/2021;BPK Perwakilan Provinsi Gorontalo
1142;Pegawai 1395;English;01/08/2020;BPK Perwakilan Provinsi Sumatera Utara
1143;Pegawai 1543;English;21/06/2021;BPK Perwakilan Provinsi Sumatera Barat
1144;Pegawai 1623;English;14/12/2019;BPK Perwakilan Provinsi Kepulauan Riau
1145;Pegawai 854;English;20/04/2022;BPK Perwakilan Provinsi Kalimantan Selatan
1146;Pegawai 1066;English;06/01/2020;BPK Perwakilan Provinsi Maluku
1147;Pegawai 468;English;30/10/2022;BPK Perwakilan Provinsi Jawa Tengah
1148;Pegawai 1493;English;27/11/2020;BPK Perwakilan Provinsi DI Yogyakarta
1149;Pegawai 1950;English;10/08/2019;BPK Perwakilan Provinsi Sulawesi Tengah
1150;Pegawai 755;English;06/10/2020;BPK Perwakilan Provinsi Jawa Barat
1151;Pegawai 1397;English;29/11/2021;BPK Perwakilan Provinsi Bali
1152;Pegawai 1921;English;22/08/2022;BPK Perwakilan Provinsi Gorontalo
1153;Pegawai 1661;English;30/08/2020;BPK Perwakilan Provinsi Banten
1154;Pegawai 1069;English;13/10/2022;BPK Perwakilan Provinsi DI Yogyakarta
1155;Pegawai 354;English;15/03/2019;BPK Perwakilan Provinsi Maluku Utara
1156;Pegawai 864;English;17/11/2022;BPK Perwakilan Provinsi Aceh
1157;Pegawai 1674;English;05/04/2022;BPK Perwakilan Provinsi Sulawesi Selatan
1158;Pegawai 1188;English;20/11/2020;BPK Perwakilan Provinsi Kalimantan Timur
1159;Pegawai 921;English;16/06/2022;BPK Perwakilan Provinsi Kalimantan Timur
1160;Pegawai 1317;English;01/01/2022;BPK Perwakilan Provinsi DKI Jakarta
1161;Pegawai 126;English;14/02/2022;BPK Perwakilan Provinsi Jawa Barat
1162;Pegawai 1445;English;19/04/2022;BPK Perwakilan Provinsi Jawa Timur
1163;Pegawai 790;English;10/03/2022;BPK Perwakilan Provinsi Lampung
1164;Pegawai 959;English;14/03/2019;BPK Perwakilan Provinsi Jambi
1165;Pegawai 329;English;15/02/2020;BPK Perwakilan Provinsi Jawa Tengah
1166;Pegawai 1812;English;16/07/2021;BPK Perwakilan Provinsi Bangka Belitung
1167;Pegawai 1159;English;20/11/2021;BPK Perwakilan Provinsi Banten
1168;Pegawai 1684;English;12/12/2019;BPK Perwakilan Provinsi Kalimantan Timur
1169;Pegawai 1688;English;05/05/2021;BPK Perwakilan Provinsi Sulawesi Tengah
1170;Pegawai 1025;English;11/03/2021;BPK Perwakilan Provinsi Sumatera Barat
1171;Pegawai 1876;English;23/02/2020;BPK Perwakilan Provinsi Maluku Utara
1172;Pegawai 305;English;08/03/2021;BPK Perwakilan Provinsi Bangka Belitung
1173;Pegawai 730;English;28/05/2021;BPK Perwakilan Provinsi Kalimantan Tengah
1174;Pegawai 518;English;11/07/2022;BPK Perwakilan Provinsi Jawa Barat
1175;Pegawai 410;English;04/11/2019;BPK Perwakilan Provinsi Maluku
1176;Pegawai 1536;English;30/08/2020;BPK Perwakilan Provinsi Jawa Tengah
1177;Pegawai 1304;English;25/06/2022;BPK Perwakilan Provinsi Sulawesi Selatan
1178;Pegawai 1587;English;25/01/2022;BPK Perwakilan Provinsi Jawa Barat
1179;Pegawai 185;English;11/08/2019;BPK Perwakilan Provinsi Sulawesi Selatan
1180;Pegawai 1977;English;27/06/2020;BPK Perwakilan Provinsi Sulawesi Utara
1181;Pegawai 1542;English;24/06/2022;BPK Perwakilan Provinsi Kalimantan Selatan
1182;Pegawai 1816;English;23/05/2022;BPK Perwakilan Provinsi Sulawesi Selatan
1183;Pegawai 1341;English;30/05/2021;BPK Perwakilan Provinsi Papua Barat
1184;Pegawai 474;English;29/05/2022;BPK Perwakilan Provinsi Bangka Belitung
1185;Pegawai 808;English;06/11/2020;BPK Perwakilan Provinsi Sulawesi Selatan
1186;Pegawai 1061;English;08/07/2021;BPK Perwakilan Provinsi Sulawesi Barat
1187;Pegawai 162;English;29/11/2019;BPK Perwakilan Provinsi Jawa Timur
1188;Pegawai 130;English;13/11/2022;BPK Perwakilan Provinsi Sumatera Selatan
1189;Pegawai 1195;English;01/11/2021;BPK Perwakilan Provinsi Bangka Belitung
1190;Pegawai 952;English;26/09/2021;BPK Perwakilan Provinsi Kalimantan Timur
1191;Pegawai 1544;English;21/08/2021;BPK Perwakilan Provinsi DKI Jakarta
1192;Pegawai 979;English;29/05/2020;BPK Perwakilan Provinsi Jambi
1193;Pegawai 1245;English;08/02/2021;BPK Perwakilan Provinsi Jawa Timur
1194;Pegawai 878;English;16/04/2021;BPK Perwakilan Provinsi Lampung
1195;Pegawai 1042;English;08/03/2022;BPK Perwakilan Provinsi DI Yogyakarta
1196;Pegawai 738;English;04/01/2022;BPK Perwakilan Provinsi DI Yogyakarta
1197;Pegawai 1482;English;13/10/2020;BPK Perwakilan Provinsi Papua
1198;Pegawai 19;English;19/06/2021;BPK Perwakilan Provinsi Nusa Tenggara Barat
1199;Pegawai 1303;English;26/10/2019;BPK Perwakilan Provinsi Nusa Tenggara Timur
1200;Pegawai 1133;English;19/02/2022;BPK Perwakilan Provinsi Nusa Tenggara Timur
1201;Pegawai 110;English;17/05/2021;BPK Perwakilan Provinsi Kalimantan Barat
1202;Pegawai 387;English;06/11/2019;BPK Perwakilan Provinsi Nusa Tenggara Timur
1203;Pegawai 1739;English;29/02/2020;BPK Perwakilan Provinsi Sulawesi Barat
1204;Pegawai 230;English;01/07/2019;BPK Perwakilan Provinsi Aceh
1205;Pegawai 1247;English;22/05/2021;BPK Perwakilan Provinsi Kepulauan Riau
1206;Pegawai 1300;English;05/03/2020;BPK Perwakilan Provinsi Sulawesi Barat
1207;Pegawai 1174;English;19/02/2020;BPK Perwakilan Provinsi Kalimantan Selatan
1208;Pegawai 97;English;21/02/2020;BPK Perwakilan Provinsi Jawa Timur
1209;Pegawai 1572;English;08/09/2022;BPK Perwakilan Provinsi Sumatera Barat
1210;Pegawai 1229;English;26/02/2019;BPK Perwakilan Provinsi DI Yogyakarta
1211;Pegawai 139;English;08/01/2021;BPK Perwakilan Provinsi Sulawesi Tenggara
1212;Pegawai 225;English;27/05/2021;BPK Perwakilan Provinsi Nusa Tenggara Timur
1213;Pegawai 1274;English;25/05/2019;BPK Perwakilan Provinsi Jawa Barat
1214;Pegawai 153;English;13/04/2020;BPK Perwakilan Provinsi Kepulauan Riau
1215;Pegawai 1192;English;24/05/2022;BPK Perwakilan Provinsi Papua Barat
1216;Pegawai 598;English;26/02/2021;BPK Perwakilan Provinsi Maluku
1217;Pegawai 1844;English;07/04/2022;BPK Perwakilan Provinsi Jambi
1218;Pegawai 1002;English;10/11/2022;BPK Perwakilan Provinsi Banten
1219;Pegawai 1894;English;10/02/2020;BPK Perwakilan Provinsi DKI Jakarta
1220;Pegawai 194;English;28/06/2020;BPK Perwakilan Provinsi Sulawesi Utara
1221;Pegawai 1355;English;20/03/2019;BPK Perwakilan Provinsi Nusa Tenggara Barat
1222;Pegawai 1153;English;25/03/2019;BPK Perwakilan Provinsi Bali
1223;Pegawai 1788;English;04/11/2019;BPK Perwakilan Provinsi Sumatera Selatan
1224;Pegawai 826;English;23/10/2020;BPK Perwakilan Provinsi Bali
1225;Pegawai 1402;English;15/06/2022;BPK Perwakilan Provinsi Kalimantan Barat
1226;Pegawai 1334;English;26/03/2019;BPK Perwakilan Provinsi Bali
1227;Pegawai 360;English;26/03/2019;BPK Perwakilan Provinsi Maluku
1228;Pegawai 623;English;06/06/2022;BPK Perwakilan Provinsi Kalimantan Barat
1229;Pegawai 1712;English;18/02/2021;BPK Perwakilan Provinsi Kalimantan Tengah
1230;Pegawai 1567;English;08/06/2019;BPK Perwakilan Provinsi Kalimantan Selatan
1231;Pegawai 717;English;23/03/2019;BPK Perwakilan Provinsi Kalimantan Utara
1232;Pegawai 1568;English;11/02/2021;BPK Perwakilan Provinsi Jawa Timur
1233;Pegawai 926;English;05/10/2020;BPK Perwakilan Provinsi Bengkulu
1234;Pegawai 709;English;13/02/2020;BPK Perwakilan Provinsi Jawa Barat
1235;Pegawai 281;English;09/06/2021;BPK Perwakilan Provinsi DI Yogyakarta
1236;Pegawai 345;English;19/06/2019;BPK Perwakilan Provinsi DI Yogyakarta
1237;Pegawai 1194;English;05/07/2022;BPK Perwakilan Provinsi Nusa Tenggara Timur
1238;Pegawai 1200;English;19/03/2019;BPK Perwakilan Provinsi DI Yogyakarta
1239;Pegawai 391;English;28/04/2022;BPK Perwakilan Provinsi Aceh
1240;Pegawai 443;English;17/09/2020;BPK Perwakilan Provinsi Sulawesi Barat
1241;Pegawai 607;English;19/01/2020;BPK Perwakilan Provinsi Sumatera Barat
1242;Pegawai 395;English;13/08/2022;BPK Perwakilan Provinsi Sulawesi Utara
1243;Pegawai 551;English;15/07/2021;BPK Perwakilan Provinsi Sulawesi Tenggara
1244;Pegawai 294;English;12/12/2019;BPK Perwakilan Provinsi Bangka Belitung
1245;Pegawai 1520;English;18/02/2022;BPK Perwakilan Provinsi Kalimantan Utara
1246;Pegawai 398;English;03/04/2021;BPK Perwakilan Provinsi Jawa Barat
1247;Pegawai 1188;English;18/03/2022;BPK Perwakilan Provinsi Kalimantan Timur
1248;Pegawai 1957;English;20/04/2021;BPK Perwakilan Provinsi Sulawesi Tengah
1249;Pegawai 772;English;21/08/2019;BPK Perwakilan Provinsi Banten
1250;Pegawai 1456;English;19/09/2021;BPK Perwakilan Provinsi Nusa Tenggara Timur
1251;Pegawai 1214;English;16/07/2022;BPK Perwakilan Provinsi Kalimantan Barat
1252;Pegawai 1368;English;29/07/2022;BPK Perwakilan Provinsi Banten
1253;Pegawai 612;English;25/02/2021;BPK Perwakilan Provinsi Sumatera Utara
1254;Pegawai 1067;English;18/06/2022;BPK Perwakilan Provinsi Maluku
1255;Pegawai 1855;English;30/12/2020;BPK Perwakilan Provinsi Sumatera Selatan
1256;Pegawai 1538;English;28/02/2021;BPK Perwakilan Provinsi Maluku
1257;Pegawai 1901;English;15/07/2021;BPK Perwakilan Provinsi Maluku Utara
1258;Pegawai 808;English;15/09/2020;BPK Perwakilan Provinsi Sulawesi Selatan
1259;Pegawai 814;English;16/07/2019;BPK Perwakilan Provinsi Kalimantan Utara
1260;Pegawai 279;English;12/12/2022;BPK Perwakilan Provinsi Jambi
1261;Pegawai 610;English;22/08/2020;BPK Perwakilan Provinsi Sulawesi Tengah
1262;Pegawai 541;English;21/12/2020;BPK Perwakilan Provinsi Sumatera Selatan
1263;Pegawai 961;English;02/04/2020;BPK Perwakilan Provinsi Sumatera Utara
1264;Pegawai 1104;English;30/04/2020;BPK Perwakilan Provinsi Sulawesi Barat
1265;Pegawai 1027;English;19/12/2022;BPK Perwakilan Provinsi Aceh
1266;Pegawai 1641;English;08/08/2021;BPK Perwakilan Provinsi Kalimantan Timur
1267;Pegawai 849;English;31/10/2019;BPK Perwakilan Provinsi Kalimantan Tengah
1268;Pegawai 180;English;31/05/2020;BPK Perwakilan Provinsi DKI Jakarta
1269;Pegawai 803;English;18/03/2020;BPK Perwakilan Provinsi Kalimantan Tengah
1270;Pegawai 1230;English;17/04/2020;BPK Perwakilan Provinsi Bangka Belitung
1271;Pegawai 1581;English;13/10/2019;BPK Perwakilan Provinsi DKI Jakarta
1272;Pegawai 622;English;20/07/2019;BPK Perwakilan Provinsi Kalimantan Tengah
1273;Pegawai 384;English;06/03/2022;BPK Perwakilan Provinsi Kalimantan Barat
1274;Pegawai 347;English;04/12/2021;BPK Perwakilan Provinsi Jambi
1275;Pegawai 425;English;02/11/2021;BPK Perwakilan Provinsi Bangka Belitung
1276;Pegawai 43;English;24/02/2020;BPK Perwakilan Provinsi Papua Barat
1277;Pegawai 1611;English;23/09/2020;BPK Perwakilan Provinsi Bengkulu
1278;Pegawai 1141;English;12/12/2020;BPK Perwakilan Provinsi Aceh
1279;Pegawai 33;English;24/09/2020;BPK Perwakilan Provinsi DI Yogyakarta
1280;Pegawai 106;English;15/12/2020;BPK Perwakilan Provinsi DI Yogyakarta
1281;Pegawai 1306;English;22/08/2022;BPK Perwakilan Provinsi Kalimantan Timur
1282;Pegawai 1009;English;01/02/2021;BPK Perwakilan Provinsi Sulawesi Barat
1283;Pegawai 860;English;18/10/2019;BPK Perwakilan Provinsi DKI Jakarta
1284;Pegawai 67;English;01/09/2022;BPK Perwakilan Provinsi Sumatera Utara
1285;Pegawai 1732;English;24/08/2021;BPK Perwakilan Provinsi Lampung
1286;Pegawai 327;English;17/06/2022;BPK Perwakilan Provinsi Jawa Barat
1287;Pegawai 1383;English;07/04/2019;BPK Perwakilan Provinsi Nusa Tenggara Barat
1288;Pegawai 1620;English;27/03/2022;BPK Perwakilan Provinsi Nusa Tenggara Timur
1289;Pegawai 1535;English;18/10/2022;BPK Perwakilan Provinsi Sulawesi Barat
1290;Pegawai 648;English;09/10/2022;BPK Perwakilan Provinsi Kalimantan Selatan
1291;Pegawai 420;English;29/10/2020;BPK Perwakilan Provinsi Banten
1292;Pegawai 1830;English;17/03/2020;BPK Perwakilan Provinsi Papua Barat
1293;Pegawai 1219;English;11/09/2022;BPK Perwakilan Provinsi Lampung
1294;Pegawai 237;English;25/01/2020;BPK Perwakilan Provinsi Aceh
1295;Pegawai 1831;English;06/07/2019;BPK Perwakilan Provinsi Papua
1296;Pegawai 919;English;12/04/2022;BPK Perwakilan Provinsi Sulawesi Barat
1297;Pegawai 1299;English;05/04/2021;BPK Perwakilan Provinsi Sulawesi Selatan
1298;Pegawai 1495;English;31/08/2021;BPK Perwakilan Provinsi Sulawesi Tengah
1299;Pegawai 1129;English;03/03/2022;BPK Perwakilan Provinsi Sumatera Selatan
1300;Pegawai 1925;English;09/10/2020;BPK Perwakilan Provinsi DKI Jakarta
1301;Pegawai 1764;English;27/06/2022;BPK Perwakilan Provinsi Riau
1302;Pegawai 494;English;01/08/2021;BPK Perwakilan Provinsi Kalimantan Utara
1303;Pegawai 565;English;23/08/2022;BPK Perwakilan Provinsi Bali
1304;Pegawai 1372;English;30/10/2022;BPK Perwakilan Provinsi Sumatera Selatan
1305;Pegawai 1969;English;23/04/2020;BPK Perwakilan Provinsi Gorontalo
1306;Pegawai 1269;English;15/06/2020;BPK Perwakilan Provinsi Bali
1307;Pegawai 135;English;22/07/2020;BPK Perwakilan Provinsi Jawa Tengah
1308;Pegawai 1011;English;24/11/2022;BPK Perwakilan Provinsi Kalimantan Barat
1309;Pegawai 684;English;16/05/2019;BPK Perwakilan Provinsi Kalimantan Timur
1310;Pegawai 965;English;12/06/2021;BPK Perwakilan Provinsi Papua
1311;Pegawai 937;English;12/11/2020;BPK Perwakilan Provinsi Nusa Tenggara Timur
1312;Pegawai 544;English;17/04/2022;BPK Perwakilan Provinsi Kalimantan Tengah
1313;Pegawai 1891;English;28/01/2021;BPK Perwakilan Provinsi Kalimantan Selatan
1314;Pegawai 249;English;06/07/2021;BPK Perwakilan Provinsi Bali
1315;Pegawai 559;English;10/06/2019;BPK Perwakilan Provinsi Banten
1316;Pegawai 1090;English;29/04/2022;BPK Perwakilan Provinsi Kalimantan Barat
1317;Pegawai 834;English;03/07/2020;BPK Perwakilan Provinsi Papua
