tpa_id;pegawai_nama;tpa_nilai;tpa_tahun
;Pegawai 268;644;31/12/2022
;Pegawai 269;792;31/12/2022
;Pegawai 270;741;31/12/2022
;Pegawai 271;769;31/12/2022
;Pegawai 272;427;31/12/2022
;Pegawai 273;432;31/12/2022
;Pegawai 274;769;31/12/2022
;Pegawai 275;491;31/12/2022
;Pegawai 276;504;31/12/2022
;Pegawai 277;785;31/12/2022
;Pegawai 278;432;31/12/2022
;Pegawai 279;516;31/12/2022
;Pegawai 280;665;31/12/2022
;Pegawai 281;453;31/12/2022
;Pegawai 282;752;31/12/2022
;Pegawai 283;499;31/12/2022
;Pegawai 284;551;31/12/2022
;Pegawai 285;778;31/12/2022
;Pegawai 286;487;31/12/2022
;Pegawai 287;642;31/12/2022
;Pegawai 288;597;31/12/2022
;Pegawai 289;659;31/12/2022
;Pegawai 290;415;31/12/2022
;Pegawai 291;740;31/12/2022
;Pegawai 292;654;31/12/2022
;Pegawai 293;629;31/12/2022
;Pegawai 294;640;31/12/2022
;Pegawai 295;497;31/12/2022
;Pegawai 296;442;31/12/2022
;Pegawai 297;526;31/12/2022
;Pegawai 298;575;31/12/2022
;Pegawai 299;555;31/12/2022
;Pegawai 300;506;31/12/2022
;Pegawai 301;621;31/12/2022
;Pegawai 302;772;31/12/2022
;Pegawai 303;642;31/12/2022
;Pegawai 304;416;31/12/2022
;Pegawai 305;640;31/12/2022
;Pegawai 306;650;31/12/2022
;Pegawai 307;787;31/12/2022
;Pegawai 308;477;31/12/2022
;Pegawai 309;597;31/12/2022
;Pegawai 310;605;31/12/2022
;Pegawai 311;759;31/12/2022
;Pegawai 312;696;31/12/2022
;Pegawai 313;752;31/12/2022
;Pegawai 314;533;31/12/2022
;Pegawai 315;799;31/12/2022
;Pegawai 316;470;31/12/2022
;Pegawai 317;492;31/12/2022
;Pegawai 318;429;31/12/2022
;Pegawai 319;620;31/12/2022
;Pegawai 320;423;31/12/2022
;Pegawai 321;476;31/12/2022
;Pegawai 322;541;31/12/2022
;Pegawai 323;404;31/12/2022
;Pegawai 324;458;31/12/2022
;Pegawai 325;620;31/12/2022
;Pegawai 326;438;31/12/2022
;Pegawai 327;685;31/12/2022
;Pegawai 328;755;31/12/2022
;Pegawai 329;438;31/12/2022
;Pegawai 330;661;31/12/2022
;Pegawai 331;440;31/12/2022
;Pegawai 332;540;31/12/2022
;Pegawai 333;584;31/12/2022
;Pegawai 334;697;31/12/2022
;Pegawai 335;682;31/12/2022
;Pegawai 336;400;31/12/2022
;Pegawai 337;630;31/12/2022
;Pegawai 338;748;31/12/2022
;Pegawai 339;681;31/12/2022
;Pegawai 340;450;31/12/2022
;Pegawai 341;534;31/12/2022
;Pegawai 342;540;31/12/2022
;Pegawai 343;633;31/12/2022
;Pegawai 344;773;31/12/2022
;Pegawai 345;408;31/12/2022
;Pegawai 346;551;31/12/2022
;Pegawai 347;665;31/12/2022
;Pegawai 348;528;31/12/2022
;Pegawai 349;760;31/12/2022
;Pegawai 350;498;31/12/2022
;Pegawai 351;556;31/12/2022
;Pegawai 352;472;31/12/2022
;Pegawai 353;667;31/12/2022
;Pegawai 354;417;31/12/2022
;Pegawai 355;561;31/12/2022
;Pegawai 356;789;31/12/2022
;Pegawai 357;633;31/12/2022
;Pegawai 358;679;31/12/2022
;Pegawai 359;608;31/12/2022
;Pegawai 360;598;31/12/2022
;Pegawai 361;598;31/12/2022
;Pegawai 362;742;31/12/2022
;Pegawai 363;421;31/12/2022
;Pegawai 364;765;31/12/2022
;Pegawai 365;685;31/12/2022
;Pegawai 366;504;31/12/2022
;Pegawai 367;647;31/12/2022
;Pegawai 368;624;31/12/2022
;Pegawai 369;586;31/12/2022
;Pegawai 370;670;31/12/2022
;Pegawai 371;690;31/12/2022
;Pegawai 372;709;31/12/2022
;Pegawai 373;424;31/12/2022
;Pegawai 374;681;31/12/2022
;Pegawai 375;491;31/12/2022
;Pegawai 376;528;31/12/2022
;Pegawai 377;794;31/12/2022
;Pegawai 378;440;31/12/2022
;Pegawai 379;592;31/12/2022
;Pegawai 380;537;31/12/2022
;Pegawai 381;670;31/12/2022
;Pegawai 382;411;31/12/2022
;Pegawai 383;653;31/12/2022
;Pegawai 384;649;31/12/2022
;Pegawai 385;661;31/12/2022
;Pegawai 386;541;31/12/2022
;Pegawai 387;554;31/12/2022
;Pegawai 388;530;31/12/2022
;Pegawai 389;477;31/12/2022
;Pegawai 390;629;31/12/2022
;Pegawai 391;626;31/12/2022
;Pegawai 392;694;31/12/2022
;Pegawai 393;588;31/12/2022
;Pegawai 394;462;31/12/2022
;Pegawai 395;536;31/12/2022
;Pegawai 396;654;31/12/2022
;Pegawai 397;729;31/12/2022
;Pegawai 398;430;31/12/2022
;Pegawai 399;748;31/12/2022
;Pegawai 400;402;31/12/2022
;Pegawai 401;664;31/12/2022
;Pegawai 402;592;31/12/2022
;Pegawai 403;535;31/12/2022
;Pegawai 404;516;31/12/2022
;Pegawai 405;569;31/12/2022
;Pegawai 406;609;31/12/2022
;Pegawai 407;420;31/12/2022
;Pegawai 408;762;31/12/2022
;Pegawai 409;774;31/12/2022
;Pegawai 410;760;31/12/2022
;Pegawai 411;774;31/12/2022
;Pegawai 412;488;31/12/2022
;Pegawai 413;709;31/12/2022
;Pegawai 414;430;31/12/2022
;Pegawai 415;561;31/12/2022
;Pegawai 416;494;31/12/2022
;Pegawai 417;516;31/12/2022
;Pegawai 418;633;31/12/2022
;Pegawai 419;734;31/12/2022
;Pegawai 420;401;31/12/2022
;Pegawai 421;675;31/12/2022
;Pegawai 422;461;31/12/2022
;Pegawai 423;604;31/12/2022
;Pegawai 424;751;31/12/2022
;Pegawai 425;622;31/12/2022
;Pegawai 426;783;31/12/2022
;Pegawai 427;617;31/12/2022
;Pegawai 428;648;31/12/2022
;Pegawai 429;431;31/12/2022
;Pegawai 430;665;31/12/2022
;Pegawai 431;695;31/12/2022
;Pegawai 432;532;31/12/2022
;Pegawai 433;416;31/12/2022
;Pegawai 434;419;31/12/2022
;Pegawai 435;531;31/12/2022
;Pegawai 436;616;31/12/2022
;Pegawai 437;546;31/12/2022
;Pegawai 438;456;31/12/2022
;Pegawai 439;770;31/12/2022
;Pegawai 440;536;31/12/2022
;Pegawai 441;703;31/12/2022
;Pegawai 442;734;31/12/2022
;Pegawai 443;790;31/12/2022
;Pegawai 444;540;31/12/2022
;Pegawai 445;402;31/12/2022
;Pegawai 446;433;31/12/2022
;Pegawai 447;697;31/12/2022
;Pegawai 448;605;31/12/2022
;Pegawai 449;673;31/12/2022
;Pegawai 450;622;31/12/2022
;Pegawai 451;635;31/12/2022
;Pegawai 452;758;31/12/2022
;Pegawai 453;624;31/12/2022
;Pegawai 454;511;31/12/2022
;Pegawai 455;496;31/12/2022
;Pegawai 456;618;31/12/2022
;Pegawai 457;687;31/12/2022
;Pegawai 458;520;31/12/2022
;Pegawai 459;747;31/12/2022
;Pegawai 460;664;31/12/2022
;Pegawai 461;520;31/12/2022
;Pegawai 462;483;31/12/2022
;Pegawai 463;618;31/12/2022
;Pegawai 464;414;31/12/2022
;Pegawai 465;526;31/12/2022
;Pegawai 466;480;31/12/2022
;Pegawai 467;550;31/12/2022
;Pegawai 468;443;31/12/2022
;Pegawai 469;448;31/12/2022
;Pegawai 470;469;31/12/2022
;Pegawai 471;733;31/12/2022
;Pegawai 472;631;31/12/2022
;Pegawai 473;789;31/12/2022
;Pegawai 474;669;31/12/2022
;Pegawai 475;463;31/12/2022
;Pegawai 476;473;31/12/2022
;Pegawai 477;686;31/12/2022
;Pegawai 478;651;31/12/2022
;Pegawai 479;686;31/12/2022
;Pegawai 480;696;31/12/2022
;Pegawai 481;524;31/12/2022
;Pegawai 482;713;31/12/2022
;Pegawai 483;456;31/12/2022
;Pegawai 484;735;31/12/2022
;Pegawai 485;544;31/12/2022
;Pegawai 486;698;31/12/2022
;Pegawai 487;741;31/12/2022
;Pegawai 488;534;31/12/2022
;Pegawai 489;661;31/12/2022
;Pegawai 490;798;31/12/2022
;Pegawai 491;535;31/12/2022
;Pegawai 492;728;31/12/2022
;Pegawai 493;528;31/12/2022
;Pegawai 494;437;31/12/2022
;Pegawai 495;459;31/12/2022
;Pegawai 496;412;31/12/2022
;Pegawai 497;406;31/12/2022
;Pegawai 498;581;31/12/2022
;Pegawai 499;780;31/12/2022
;Pegawai 500;479;31/12/2022
;Pegawai 501;726;31/12/2022
;Pegawai 502;412;31/12/2022
;Pegawai 503;582;31/12/2022
;Pegawai 504;685;31/12/2022
;Pegawai 505;479;31/12/2022
;Pegawai 506;473;31/12/2022
;Pegawai 507;422;31/12/2022
;Pegawai 508;454;31/12/2022
;Pegawai 509;651;31/12/2022
;Pegawai 510;753;31/12/2022
;Pegawai 511;525;31/12/2022
;Pegawai 512;728;31/12/2022
;Pegawai 513;768;31/12/2022
;Pegawai 514;536;31/12/2022
;Pegawai 515;513;31/12/2022
;Pegawai 516;649;31/12/2022
;Pegawai 517;783;31/12/2022
;Pegawai 518;504;31/12/2022
;Pegawai 519;529;31/12/2022
;Pegawai 520;600;31/12/2022
;Pegawai 521;418;31/12/2022
;Pegawai 522;697;31/12/2022
;Pegawai 523;428;31/12/2022
;Pegawai 524;756;31/12/2022
;Pegawai 525;622;31/12/2022
;Pegawai 526;685;31/12/2022
;Pegawai 527;447;31/12/2022
;Pegawai 528;617;31/12/2022
;Pegawai 529;445;31/12/2022
;Pegawai 530;746;31/12/2022
;Pegawai 531;519;31/12/2022
;Pegawai 532;747;31/12/2022
;Pegawai 533;529;31/12/2022
;Pegawai 534;562;31/12/2022
;Pegawai 535;701;31/12/2022
;Pegawai 536;601;31/12/2022
;Pegawai 537;549;31/12/2022
;Pegawai 538;751;31/12/2022
;Pegawai 539;758;31/12/2022
;Pegawai 540;496;31/12/2022
;Pegawai 541;481;31/12/2022
;Pegawai 542;431;31/12/2022
;Pegawai 543;589;31/12/2022
;Pegawai 544;644;31/12/2022
;Pegawai 545;654;31/12/2022
;Pegawai 546;453;31/12/2022
;Pegawai 547;755;31/12/2022
;Pegawai 548;532;31/12/2022
;Pegawai 549;550;31/12/2022
;Pegawai 550;690;31/12/2022
;Pegawai 551;544;31/12/2022
;Pegawai 552;773;31/12/2022
;Pegawai 553;635;31/12/2022
;Pegawai 554;406;31/12/2022
;Pegawai 555;565;31/12/2022
;Pegawai 556;637;31/12/2022
;Pegawai 557;657;31/12/2022
;Pegawai 558;664;31/12/2022
;Pegawai 559;728;31/12/2022
;Pegawai 560;663;31/12/2022
;Pegawai 561;584;31/12/2022
;Pegawai 562;640;31/12/2022
;Pegawai 563;536;31/12/2022
;Pegawai 564;702;31/12/2022
;Pegawai 565;494;31/12/2022
;Pegawai 566;707;31/12/2022
;Pegawai 567;676;31/12/2022
;Pegawai 568;632;31/12/2022
;Pegawai 569;706;31/12/2022
;Pegawai 570;714;31/12/2022
;Pegawai 571;759;31/12/2022
;Pegawai 572;670;31/12/2022
;Pegawai 573;665;31/12/2022
;Pegawai 574;548;31/12/2022
;Pegawai 575;606;31/12/2022
;Pegawai 576;452;31/12/2022
;Pegawai 577;580;31/12/2022
;Pegawai 578;781;31/12/2022
;Pegawai 579;582;31/12/2022
;Pegawai 580;451;31/12/2022
;Pegawai 581;513;31/12/2022
;Pegawai 582;650;31/12/2022
;Pegawai 583;772;31/12/2022
;Pegawai 584;495;31/12/2022
;Pegawai 585;471;31/12/2022
;Pegawai 586;462;31/12/2022
;Pegawai 587;422;31/12/2022
;Pegawai 588;793;31/12/2022
;Pegawai 589;770;31/12/2022
;Pegawai 590;404;31/12/2022
;Pegawai 591;554;31/12/2022
;Pegawai 592;456;31/12/2022
;Pegawai 593;692;31/12/2022
;Pegawai 594;512;31/12/2022
;Pegawai 595;648;31/12/2022
;Pegawai 596;594;31/12/2022
;Pegawai 597;770;31/12/2022
;Pegawai 598;471;31/12/2022
;Pegawai 599;459;31/12/2022
;Pegawai 600;547;31/12/2022
;Pegawai 601;511;31/12/2022
;Pegawai 602;561;31/12/2022
;Pegawai 603;406;31/12/2022
;Pegawai 604;560;31/12/2022
;Pegawai 605;740;31/12/2022
;Pegawai 606;790;31/12/2022
;Pegawai 607;552;31/12/2022
;Pegawai 608;409;31/12/2022
;Pegawai 609;551;31/12/2022
;Pegawai 610;759;31/12/2022
;Pegawai 611;551;31/12/2022
;Pegawai 612;444;31/12/2022
;Pegawai 613;684;31/12/2022
;Pegawai 614;681;31/12/2022
;Pegawai 615;658;31/12/2022
;Pegawai 616;610;31/12/2022
;Pegawai 617;529;31/12/2022
;Pegawai 618;756;31/12/2022
;Pegawai 619;552;31/12/2022
;Pegawai 620;636;31/12/2022
;Pegawai 621;625;31/12/2022
;Pegawai 622;527;31/12/2022
;Pegawai 623;491;31/12/2022
;Pegawai 624;615;31/12/2022
;Pegawai 625;609;31/12/2022
;Pegawai 626;651;31/12/2022
;Pegawai 627;722;31/12/2022
;Pegawai 628;451;31/12/2022
;Pegawai 629;660;31/12/2022
;Pegawai 630;466;31/12/2022
;Pegawai 631;795;31/12/2022
;Pegawai 632;794;31/12/2022
;Pegawai 633;622;31/12/2022
;Pegawai 634;603;31/12/2022
;Pegawai 635;720;31/12/2022
;Pegawai 636;528;31/12/2022
;Pegawai 637;469;31/12/2022
;Pegawai 638;658;31/12/2022
;Pegawai 639;480;31/12/2022
;Pegawai 640;482;31/12/2022
;Pegawai 641;446;31/12/2022
;Pegawai 642;757;31/12/2022
;Pegawai 643;666;31/12/2022
;Pegawai 644;580;31/12/2022
;Pegawai 645;458;31/12/2022
;Pegawai 646;774;31/12/2022
;Pegawai 647;449;31/12/2022
;Pegawai 648;722;31/12/2022
;Pegawai 649;605;31/12/2022
;Pegawai 650;740;31/12/2022
;Pegawai 651;591;31/12/2022
;Pegawai 652;606;31/12/2022
;Pegawai 653;476;31/12/2022
;Pegawai 654;736;31/12/2022
;Pegawai 655;697;31/12/2022
;Pegawai 656;452;31/12/2022
;Pegawai 657;774;31/12/2022
;Pegawai 658;456;31/12/2022
;Pegawai 659;459;31/12/2022
;Pegawai 660;524;31/12/2022
;Pegawai 661;675;31/12/2022
;Pegawai 662;547;31/12/2022
;Pegawai 663;623;31/12/2022
;Pegawai 664;632;31/12/2022
;Pegawai 665;629;31/12/2022
;Pegawai 666;758;31/12/2022
;Pegawai 667;438;31/12/2022
;Pegawai 668;622;31/12/2022
;Pegawai 669;641;31/12/2022
;Pegawai 670;503;31/12/2022
;Pegawai 671;742;31/12/2022
;Pegawai 672;678;31/12/2022
;Pegawai 673;624;31/12/2022
;Pegawai 674;637;31/12/2022
;Pegawai 675;786;31/12/2022
;Pegawai 676;723;31/12/2022
;Pegawai 677;417;31/12/2022
;Pegawai 678;679;31/12/2022
;Pegawai 679;687;31/12/2022
;Pegawai 680;419;31/12/2022
;Pegawai 681;424;31/12/2022
;Pegawai 682;713;31/12/2022
;Pegawai 683;588;31/12/2022
;Pegawai 684;766;31/12/2022
;Pegawai 685;439;31/12/2022
;Pegawai 686;524;31/12/2022
;Pegawai 687;660;31/12/2022
;Pegawai 688;690;31/12/2022
;Pegawai 689;428;31/12/2022
;Pegawai 690;453;31/12/2022
;Pegawai 691;608;31/12/2022
;Pegawai 692;612;31/12/2022
;Pegawai 693;655;31/12/2022
;Pegawai 694;685;31/12/2022
;Pegawai 695;642;31/12/2022
;Pegawai 696;571;31/12/2022
;Pegawai 697;446;31/12/2022
;Pegawai 698;579;31/12/2022
;Pegawai 699;620;31/12/2022
;Pegawai 700;421;31/12/2022
;Pegawai 701;475;31/12/2022
;Pegawai 702;760;31/12/2022
;Pegawai 703;738;31/12/2022
;Pegawai 704;435;31/12/2022
;Pegawai 705;778;31/12/2022
;Pegawai 706;691;31/12/2022
;Pegawai 707;501;31/12/2022
;Pegawai 708;704;31/12/2022
;Pegawai 709;697;31/12/2022
;Pegawai 710;481;31/12/2022
;Pegawai 711;604;31/12/2022
;Pegawai 712;666;31/12/2022
;Pegawai 713;589;31/12/2022
;Pegawai 714;651;31/12/2022
;Pegawai 715;470;31/12/2022
;Pegawai 716;454;31/12/2022
;Pegawai 717;783;31/12/2022
;Pegawai 718;641;31/12/2022
;Pegawai 719;516;31/12/2022
;Pegawai 720;665;31/12/2022
;Pegawai 721;650;31/12/2022
;Pegawai 722;540;31/12/2022
;Pegawai 723;734;31/12/2022
;Pegawai 724;575;31/12/2022
;Pegawai 725;699;31/12/2022
;Pegawai 726;441;31/12/2022
;Pegawai 727;620;31/12/2022
;Pegawai 728;722;31/12/2022
;Pegawai 729;539;31/12/2022
;Pegawai 730;485;31/12/2022
;Pegawai 731;646;31/12/2022
;Pegawai 732;405;31/12/2022
;Pegawai 733;673;31/12/2022
;Pegawai 734;778;31/12/2022
;Pegawai 735;630;31/12/2022
;Pegawai 736;668;31/12/2022
;Pegawai 737;467;31/12/2022
;Pegawai 738;513;31/12/2022
;Pegawai 739;411;31/12/2022
;Pegawai 740;494;31/12/2022
;Pegawai 741;744;31/12/2022
;Pegawai 742;518;31/12/2022
;Pegawai 743;719;31/12/2022
;Pegawai 744;691;31/12/2022
;Pegawai 745;438;31/12/2022
;Pegawai 746;596;31/12/2022
;Pegawai 747;431;31/12/2022
;Pegawai 748;627;31/12/2022
;Pegawai 749;705;31/12/2022
;Pegawai 750;432;31/12/2022
;Pegawai 751;703;31/12/2022
;Pegawai 752;645;31/12/2022
;Pegawai 753;402;31/12/2022
;Pegawai 754;659;31/12/2022
;Pegawai 755;637;31/12/2022
;Pegawai 756;533;31/12/2022
;Pegawai 757;722;31/12/2022
;Pegawai 758;576;31/12/2022
;Pegawai 759;731;31/12/2022
;Pegawai 760;501;31/12/2022
;Pegawai 761;695;31/12/2022
;Pegawai 762;638;31/12/2022
;Pegawai 763;543;31/12/2022
;Pegawai 764;568;31/12/2022
;Pegawai 765;736;31/12/2022
;Pegawai 766;443;31/12/2022
;Pegawai 767;692;31/12/2022
;Pegawai 768;726;31/12/2022
;Pegawai 769;511;31/12/2022
;Pegawai 770;499;31/12/2022
;Pegawai 771;565;31/12/2022
;Pegawai 772;425;31/12/2022
;Pegawai 773;670;31/12/2022
;Pegawai 774;487;31/12/2022
;Pegawai 775;679;31/12/2022
;Pegawai 776;744;31/12/2022
;Pegawai 777;629;31/12/2022
;Pegawai 778;580;31/12/2022
;Pegawai 779;422;31/12/2022
;Pegawai 780;637;31/12/2022
;Pegawai 781;594;31/12/2022
;Pegawai 782;547;31/12/2022
;Pegawai 783;473;31/12/2022
;Pegawai 784;459;31/12/2022
;Pegawai 785;641;31/12/2022
;Pegawai 786;681;31/12/2022
;Pegawai 787;496;31/12/2022
;Pegawai 788;797;31/12/2022
;Pegawai 789;498;31/12/2022
;Pegawai 790;626;31/12/2022
;Pegawai 791;570;31/12/2022
;Pegawai 792;603;31/12/2022
;Pegawai 793;755;31/12/2022
;Pegawai 794;517;31/12/2022
;Pegawai 795;481;31/12/2022
;Pegawai 796;523;31/12/2022
;Pegawai 797;603;31/12/2022
;Pegawai 798;715;31/12/2022
;Pegawai 799;521;31/12/2022
;Pegawai 800;458;31/12/2022
;Pegawai 801;663;31/12/2022
;Pegawai 802;407;31/12/2022
;Pegawai 803;535;31/12/2022
;Pegawai 804;574;31/12/2022
;Pegawai 805;444;31/12/2022
;Pegawai 806;459;31/12/2022
;Pegawai 807;535;31/12/2022
;Pegawai 808;478;31/12/2022
;Pegawai 809;627;31/12/2022
;Pegawai 810;608;31/12/2022
;Pegawai 811;549;31/12/2022
;Pegawai 812;578;31/12/2022
;Pegawai 813;608;31/12/2022
;Pegawai 814;576;31/12/2022
;Pegawai 815;468;31/12/2022
;Pegawai 816;790;31/12/2022
;Pegawai 817;580;31/12/2022
;Pegawai 818;546;31/12/2022
;Pegawai 819;691;31/12/2022
;Pegawai 820;789;31/12/2022
;Pegawai 821;744;31/12/2022
;Pegawai 822;723;31/12/2022
;Pegawai 823;472;31/12/2022
;Pegawai 824;775;31/12/2022
;Pegawai 825;673;31/12/2022
;Pegawai 826;773;31/12/2022
;Pegawai 827;410;31/12/2022
;Pegawai 828;640;31/12/2022
;Pegawai 829;781;31/12/2022
;Pegawai 830;435;31/12/2022
;Pegawai 831;559;31/12/2022
;Pegawai 832;546;31/12/2022
;Pegawai 833;514;31/12/2022
;Pegawai 834;478;31/12/2022
;Pegawai 835;596;31/12/2022
;Pegawai 836;458;31/12/2022
;Pegawai 837;454;31/12/2022
;Pegawai 838;692;31/12/2022
;Pegawai 839;656;31/12/2022
;Pegawai 840;785;31/12/2022
;Pegawai 841;480;31/12/2022
;Pegawai 842;619;31/12/2022
;Pegawai 843;707;31/12/2022
;Pegawai 844;553;31/12/2022
;Pegawai 845;558;31/12/2022
;Pegawai 846;526;31/12/2022
;Pegawai 847;563;31/12/2022
;Pegawai 848;524;31/12/2022
;Pegawai 849;521;31/12/2022
;Pegawai 850;772;31/12/2022
;Pegawai 851;454;31/12/2022
;Pegawai 852;503;31/12/2022
;Pegawai 853;630;31/12/2022
;Pegawai 854;778;31/12/2022
;Pegawai 855;567;31/12/2022
;Pegawai 856;484;31/12/2022
;Pegawai 857;511;31/12/2022
;Pegawai 858;478;31/12/2022
;Pegawai 859;757;31/12/2022
;Pegawai 860;563;31/12/2022
;Pegawai 861;566;31/12/2022
;Pegawai 862;471;31/12/2022
;Pegawai 863;629;31/12/2022
;Pegawai 864;706;31/12/2022
;Pegawai 865;710;31/12/2022
;Pegawai 866;614;31/12/2022
;Pegawai 867;708;31/12/2022
;Pegawai 868;467;31/12/2022
;Pegawai 869;567;31/12/2022
;Pegawai 870;639;31/12/2022
;Pegawai 871;606;31/12/2022
;Pegawai 872;540;31/12/2022
;Pegawai 873;532;31/12/2022
;Pegawai 874;422;31/12/2022
;Pegawai 875;508;31/12/2022
;Pegawai 876;763;31/12/2022
;Pegawai 877;453;31/12/2022
;Pegawai 878;470;31/12/2022
;Pegawai 879;560;31/12/2022
;Pegawai 880;550;31/12/2022
;Pegawai 881;478;31/12/2022
;Pegawai 882;679;31/12/2022
;Pegawai 883;531;31/12/2022
;Pegawai 884;733;31/12/2022
;Pegawai 885;780;31/12/2022
;Pegawai 886;618;31/12/2022
;Pegawai 887;595;31/12/2022
;Pegawai 888;463;31/12/2022
;Pegawai 889;788;31/12/2022
;Pegawai 890;604;31/12/2022
;Pegawai 891;721;31/12/2022
;Pegawai 892;620;31/12/2022
;Pegawai 893;667;31/12/2022
;Pegawai 894;519;31/12/2022
;Pegawai 895;438;31/12/2022
;Pegawai 896;524;31/12/2022
;Pegawai 897;614;31/12/2022
;Pegawai 898;788;31/12/2022
;Pegawai 899;745;31/12/2022
;Pegawai 900;762;31/12/2022
;Pegawai 901;428;31/12/2022
;Pegawai 902;716;31/12/2022
;Pegawai 903;415;31/12/2022
;Pegawai 904;778;31/12/2022
;Pegawai 905;414;31/12/2022
;Pegawai 906;706;31/12/2022
;Pegawai 907;567;31/12/2022
;Pegawai 908;484;31/12/2022
;Pegawai 909;466;31/12/2022
;Pegawai 910;763;31/12/2022
;Pegawai 911;467;31/12/2022
;Pegawai 912;464;31/12/2022
;Pegawai 913;765;31/12/2022
;Pegawai 914;623;31/12/2022
;Pegawai 915;630;31/12/2022
;Pegawai 916;629;31/12/2022
;Pegawai 917;435;31/12/2022
;Pegawai 918;614;31/12/2022
;Pegawai 919;489;31/12/2022
;Pegawai 920;526;31/12/2022
;Pegawai 921;538;31/12/2022
;Pegawai 922;688;31/12/2022
;Pegawai 923;549;31/12/2022
;Pegawai 924;781;31/12/2022
;Pegawai 925;512;31/12/2022
;Pegawai 926;415;31/12/2022
;Pegawai 927;753;31/12/2022
;Pegawai 928;638;31/12/2022
;Pegawai 929;798;31/12/2022
;Pegawai 930;703;31/12/2022
;Pegawai 931;400;31/12/2022
;Pegawai 932;523;31/12/2022
;Pegawai 933;643;31/12/2022
;Pegawai 934;585;31/12/2022
;Pegawai 935;439;31/12/2022
;Pegawai 936;488;31/12/2022
;Pegawai 937;625;31/12/2022
;Pegawai 938;561;31/12/2022
;Pegawai 939;657;31/12/2022
;Pegawai 940;689;31/12/2022
;Pegawai 941;413;31/12/2022
;Pegawai 942;664;31/12/2022
;Pegawai 943;603;31/12/2022
;Pegawai 944;457;31/12/2022
;Pegawai 945;502;31/12/2022
;Pegawai 946;424;31/12/2022
;Pegawai 947;488;31/12/2022
;Pegawai 948;792;31/12/2022
;Pegawai 949;747;31/12/2022
;Pegawai 950;446;31/12/2022
;Pegawai 951;796;31/12/2022
;Pegawai 952;633;31/12/2022
;Pegawai 953;543;31/12/2022
;Pegawai 954;785;31/12/2022
;Pegawai 955;422;31/12/2022
;Pegawai 956;548;31/12/2022
;Pegawai 957;611;31/12/2022
;Pegawai 958;592;31/12/2022
;Pegawai 959;561;31/12/2022
;Pegawai 960;644;31/12/2022
;Pegawai 961;454;31/12/2022
;Pegawai 962;403;31/12/2022
;Pegawai 963;578;31/12/2022
;Pegawai 964;734;31/12/2022
;Pegawai 965;549;31/12/2022
;Pegawai 966;652;31/12/2022
;Pegawai 967;724;31/12/2022
;Pegawai 968;522;31/12/2022
;Pegawai 969;577;31/12/2022
;Pegawai 970;776;31/12/2022
;Pegawai 971;679;31/12/2022
;Pegawai 972;629;31/12/2022
;Pegawai 973;603;31/12/2022
;Pegawai 974;776;31/12/2022
;Pegawai 975;753;31/12/2022
;Pegawai 976;800;31/12/2022
;Pegawai 977;685;31/12/2022
;Pegawai 978;466;31/12/2022
;Pegawai 979;472;31/12/2022
;Pegawai 980;494;31/12/2022
;Pegawai 981;496;31/12/2022
;Pegawai 982;634;31/12/2022
;Pegawai 983;700;31/12/2022
;Pegawai 984;422;31/12/2022
;Pegawai 985;518;31/12/2022
;Pegawai 986;580;31/12/2022
;Pegawai 987;691;31/12/2022
;Pegawai 988;692;31/12/2022
;Pegawai 989;782;31/12/2022
;Pegawai 990;623;31/12/2022
;Pegawai 991;493;31/12/2022
;Pegawai 992;726;31/12/2022
;Pegawai 993;594;31/12/2022
;Pegawai 994;563;31/12/2022
;Pegawai 995;437;31/12/2022
;Pegawai 996;663;31/12/2022
;Pegawai 997;540;31/12/2022
;Pegawai 998;559;31/12/2022
;Pegawai 999;728;31/12/2022
;Pegawai 1000;776;31/12/2022
;Pegawai 1001;403;31/12/2022
;Pegawai 1002;416;31/12/2022
;Pegawai 1003;639;31/12/2022
;Pegawai 1004;402;31/12/2022
;Pegawai 1005;686;31/12/2022
;Pegawai 1006;662;31/12/2022
;Pegawai 1007;468;31/12/2022
;Pegawai 1008;693;31/12/2022
;Pegawai 1009;798;31/12/2022
;Pegawai 1010;706;31/12/2022
;Pegawai 1011;690;31/12/2022
;Pegawai 1012;718;31/12/2022
;Pegawai 1013;778;31/12/2022
;Pegawai 1014;790;31/12/2022
;Pegawai 1015;569;31/12/2022
;Pegawai 1016;553;31/12/2022
;Pegawai 1017;472;31/12/2022
;Pegawai 1018;651;31/12/2022
;Pegawai 1019;448;31/12/2022
;Pegawai 1020;611;31/12/2022
;Pegawai 1021;782;31/12/2022
;Pegawai 1022;403;31/12/2022
;Pegawai 1023;660;31/12/2022
;Pegawai 1024;474;31/12/2022
;Pegawai 1025;422;31/12/2022
;Pegawai 1026;402;31/12/2022
;Pegawai 1027;442;31/12/2022
;Pegawai 1028;695;31/12/2022
;Pegawai 1029;763;31/12/2022
;Pegawai 1030;793;31/12/2022
;Pegawai 1031;494;31/12/2022
;Pegawai 1032;797;31/12/2022
;Pegawai 1033;413;31/12/2022
;Pegawai 1034;483;31/12/2022
;Pegawai 1035;570;31/12/2022
;Pegawai 1036;473;31/12/2022
;Pegawai 1037;637;31/12/2022
;Pegawai 1038;698;31/12/2022
;Pegawai 1039;721;31/12/2022
;Pegawai 1040;680;31/12/2022
