pegawai_id;pegawai_nama;pegawai_pendidikan;jabatan_nama;perwakilan;usia;tgl_masuk;tgl_keluar;;;
1512;Pegawai 1511;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Nusa Tenggara Timur;37;23/08/2019;-;;;
1513;Pegawai 1512;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi DI Yogyakarta;30;13/10/2021;-;;;
1514;Pegawai 1513;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Jawa Tengah;24;14/07/2020;-;;;
1515;Pegawai 1514;S1;Pemeriksa Utama;BPK Perwakilan Provinsi Riau;37;01/12/2018;01/12/2022;;;
1516;Pegawai 1515;S2;Arsiparis Muda ;BPK Perwakilan Provinsi DKI Jakarta;34;16/12/2021;-;;;
1517;Pegawai 1516;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Bali;51;12/04/2020;-;;;
1518;Pegawai 1517;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Riau;58;18/11/2021;-;;;
1519;Pegawai 1518;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Papua;30;06/02/2020;-;;;
1520;Pegawai 1519;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Riau;52;24/02/2020;-;;;
1521;Pegawai 1520;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Kalimantan Utara;33;02/03/2020;-;;;
1522;Pegawai 1521;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Sumatera Selatan;27;24/01/2019;-;;;
1523;Pegawai 1522;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Sumatera Barat;58;25/11/2021;-;;;
1524;Pegawai 1523;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Sumatera Barat;24;05/08/2021;-;;;
1525;Pegawai 1524;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Kepulauan Riau;25;08/05/2019;-;;;
1526;Pegawai 1525;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Sumatera Barat;38;12/11/2019;-;;;
1527;Pegawai 1526;D4;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Kalimantan Barat;55;18/06/2020;-;;;
1528;Pegawai 1527;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Bali;36;07/06/2020;-;;;
1529;Pegawai 1528;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Papua;43;21/03/2020;-;;;
1530;Pegawai 1529;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Kalimantan Utara;24;19/02/2020;-;;;
1531;Pegawai 1530;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Banten;36;29/06/2019;-;;;
1532;Pegawai 1531;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Jawa Timur;29;30/05/2019;-;;;
1533;Pegawai 1532;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Sumatera Barat;31;13/04/2020;-;;;
1534;Pegawai 1533;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Jawa Barat;49;24/05/2021;-;;;
1535;Pegawai 1534;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Sulawesi Barat;55;04/04/2022;-;;;
1536;Pegawai 1535;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Sulawesi Barat;50;16/05/2018;16/05/2022;;;
1537;Pegawai 1536;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Jawa Tengah;44;02/08/2018;02/08/2022;;;
1538;Pegawai 1537;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Kalimantan Barat;29;31/07/2022;-;;;
1539;Pegawai 1538;S1;Pemeriksa Muda;BPK Perwakilan Provinsi Maluku;27;16/01/2018;16/01/2022;;;
1540;Pegawai 1539;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Papua Barat;30;24/03/2019;-;;;
1541;Pegawai 1540;S1;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Bali;39;27/05/2018;27/05/2022;;;
1542;Pegawai 1541;S1;Pemeriksa Utama;BPK Perwakilan Provinsi Gorontalo;32;12/03/2020;-;;;
1543;Pegawai 1542;S1;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Kalimantan Selatan;26;12/07/2020;-;;;
1544;Pegawai 1543;S1;Pemeriksa Madya;BPK Perwakilan Provinsi Sumatera Barat;37;11/10/2020;-;;;
1545;Pegawai 1544;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi DKI Jakarta;43;11/08/2019;-;;;
1546;Pegawai 1545;S1;Arsiparis Muda ;BPK Perwakilan Provinsi Jawa Tengah;38;22/08/2019;-;;;
1547;Pegawai 1546;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Maluku Utara;33;22/04/2020;-;;;
1548;Pegawai 1547;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Jawa Barat;53;18/10/2020;-;;;
1549;Pegawai 1548;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Jawa Timur;23;02/09/2020;-;;;
1550;Pegawai 1549;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Sulawesi Tenggara;25;04/08/2019;-;;;
1551;Pegawai 1550;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Sumatera Selatan;41;09/12/2021;-;;;
1552;Pegawai 1551;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Sulawesi Selatan;55;12/04/2019;-;;;
1553;Pegawai 1552;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Riau;33;26/05/2019;-;;;
1554;Pegawai 1553;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Gorontalo;42;24/04/2019;-;;;
1555;Pegawai 1554;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Sumatera Barat;51;08/07/2022;-;;;
1556;Pegawai 1555;S1;Arsiparis Muda ;BPK Perwakilan Provinsi Jawa Timur;53;19/10/2019;-;;;
1557;Pegawai 1556;S2;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Jambi;49;06/04/2021;-;;;
1558;Pegawai 1557;S2;Arsiparis Muda ;BPK Perwakilan Provinsi Aceh;29;18/11/2020;-;;;
1559;Pegawai 1558;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Sulawesi Barat;28;03/06/2021;-;;;
1560;Pegawai 1559;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Kepulauan Riau;57;12/05/2021;-;;;
1561;Pegawai 1560;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Jawa Tengah;29;16/06/2022;-;;;
1562;Pegawai 1561;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi DI Yogyakarta;58;02/03/2020;-;;;
1563;Pegawai 1562;S2;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Kalimantan Utara;39;31/12/2021;-;;;
1564;Pegawai 1563;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Jawa Tengah;28;01/08/2022;-;;;
1565;Pegawai 1564;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Banten;50;31/07/2018;31/07/2022;;;
1566;Pegawai 1565;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Sumatera Utara;21;18/08/2019;-;;;
1567;Pegawai 1566;S1;Pranata Komputer Muda ;BPK Perwakilan Provinsi Bali;26;05/08/2019;-;;;
1568;Pegawai 1567;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Kalimantan Selatan;51;04/07/2018;04/07/2022;;;
1569;Pegawai 1568;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Jawa Timur;50;30/09/2021;-;;;
1570;Pegawai 1569;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Papua Barat;41;06/04/2018;06/04/2022;;;
1571;Pegawai 1570;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Kalimantan Timur;53;17/01/2018;17/01/2022;;;
1572;Pegawai 1571;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Sulawesi Barat;30;25/02/2021;-;;;
1573;Pegawai 1572;S1;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Sumatera Barat;40;26/08/2020;-;;;
1574;Pegawai 1573;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Kalimantan Timur;25;18/10/2018;18/10/2022;;;
1575;Pegawai 1574;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Nusa Tenggara Barat;33;14/11/2019;-;;;
1576;Pegawai 1575;D4;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Sumatera Utara;31;25/12/2018;-;;;
1577;Pegawai 1576;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Jawa Tengah;45;20/06/2018;20/06/2022;;;
1578;Pegawai 1577;S1;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi DKI Jakarta;53;03/05/2021;-;;;
1579;Pegawai 1578;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Sulawesi Utara;56;17/08/2018;17/08/2022;;;
1580;Pegawai 1579;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Kepulauan Riau;25;15/02/2020;-;;;
1581;Pegawai 1580;S2;Arsiparis Muda ;BPK Perwakilan Provinsi Jambi;48;21/01/2022;-;;;
1582;Pegawai 1581;D4;Arsiparis Muda ;BPK Perwakilan Provinsi DKI Jakarta;46;03/06/2021;-;;;
1583;Pegawai 1582;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Kalimantan Barat;41;31/07/2020;-;;;
1584;Pegawai 1583;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Kalimantan Timur;29;09/01/2022;-;;;
1585;Pegawai 1584;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Jambi;53;12/05/2022;-;;;
1586;Pegawai 1585;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Lampung;47;16/04/2020;-;;;
1587;Pegawai 1586;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Sumatera Barat;33;06/04/2020;-;;;
1588;Pegawai 1587;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Jawa Barat;41;21/04/2020;-;;;
1589;Pegawai 1588;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Maluku Utara;54;24/12/2018;-;;;
1590;Pegawai 1589;S2;Arsiparis Muda ;BPK Perwakilan Provinsi Jawa Barat;58;30/05/2020;-;;;
1591;Pegawai 1590;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi Papua Barat;34;08/10/2021;-;;;
1592;Pegawai 1591;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Riau;34;10/06/2019;-;;;
1593;Pegawai 1592;D4;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Kalimantan Barat;22;20/02/2021;-;;;
1594;Pegawai 1593;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Sumatera Selatan;26;08/02/2020;-;;;
1595;Pegawai 1594;S2;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Papua Barat;24;02/06/2019;-;;;
1596;Pegawai 1595;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Nusa Tenggara Barat;27;05/08/2019;-;;;
1597;Pegawai 1596;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Sulawesi Utara;47;05/03/2019;-;;;
1598;Pegawai 1597;S2;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi DI Yogyakarta;44;30/06/2018;30/06/2022;;;
1599;Pegawai 1598;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Sulawesi Tenggara;46;14/10/2020;-;;;
1600;Pegawai 1599;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Kalimantan Utara;38;23/10/2018;23/10/2022;;;
1601;Pegawai 1600;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Kalimantan Tengah;26;21/03/2019;-;;;
1602;Pegawai 1601;S2;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Sumatera Selatan;58;16/06/2019;-;;;
1603;Pegawai 1602;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Riau;50;02/02/2021;-;;;
1604;Pegawai 1603;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Jawa Barat;21;29/12/2018;-;;;
1605;Pegawai 1604;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Kepulauan Riau;27;01/07/2019;-;;;
1606;Pegawai 1605;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Maluku;31;15/09/2019;-;;;
1607;Pegawai 1606;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi DI Yogyakarta;48;19/03/2020;-;;;
1608;Pegawai 1607;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Jambi;31;04/07/2018;04/07/2022;;;
1609;Pegawai 1608;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Jawa Tengah;32;21/03/2018;21/03/2022;;;
1610;Pegawai 1609;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Riau;26;02/03/2022;-;;;
1611;Pegawai 1610;S1;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Gorontalo;58;12/03/2020;-;;;
1612;Pegawai 1611;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Bengkulu;47;30/01/2020;-;;;
1613;Pegawai 1612;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Kalimantan Selatan;51;29/09/2021;-;;;
1614;Pegawai 1613;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Sulawesi Barat;33;03/01/2021;-;;;
1615;Pegawai 1614;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Kalimantan Barat;43;06/08/2021;-;;;
1616;Pegawai 1615;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi DKI Jakarta;28;08/12/2019;-;;;
1617;Pegawai 1616;S1;Arsiparis Muda ;BPK Perwakilan Provinsi Riau;36;12/07/2019;-;;;
1618;Pegawai 1617;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi DKI Jakarta;44;01/02/2022;-;;;
1619;Pegawai 1618;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Sulawesi Tenggara;28;10/10/2020;-;;;
1620;Pegawai 1619;S2;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Maluku;30;11/01/2021;-;;;
1621;Pegawai 1620;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Nusa Tenggara Timur;26;28/04/2018;28/04/2022;;;
1622;Pegawai 1621;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Gorontalo;30;21/06/2018;21/06/2022;;;
1623;Pegawai 1622;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Nusa Tenggara Timur;24;01/05/2020;-;;;
1624;Pegawai 1623;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Kepulauan Riau;47;14/03/2018;14/03/2022;;;
1625;Pegawai 1624;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Sulawesi Barat;43;29/05/2018;29/05/2022;;;
1626;Pegawai 1625;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Jambi;30;15/12/2019;-;;;
1627;Pegawai 1626;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Kalimantan Utara;23;21/04/2020;-;;;
1628;Pegawai 1627;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Riau;27;09/11/2020;-;;;
1629;Pegawai 1628;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Jawa Timur;27;26/06/2018;26/06/2022;;;
1630;Pegawai 1629;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Gorontalo;45;28/01/2018;28/01/2022;;;
1631;Pegawai 1630;D4;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Kalimantan Utara;56;26/04/2020;-;;;
1632;Pegawai 1631;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Kepulauan Riau;56;10/09/2019;-;;;
1633;Pegawai 1632;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Gorontalo;50;06/10/2019;-;;;
1634;Pegawai 1633;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Kepulauan Riau;46;16/06/2019;-;;;
1635;Pegawai 1634;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Nusa Tenggara Barat;53;01/02/2021;-;;;
1636;Pegawai 1635;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Kepulauan Riau;35;11/10/2021;-;;;
1637;Pegawai 1636;S1;Pemeriksa Madya;BPK Perwakilan Provinsi Jawa Barat;31;26/09/2021;-;;;
1638;Pegawai 1637;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Maluku;41;28/02/2021;-;;;
1639;Pegawai 1638;S1;Pemeriksa Muda;BPK Perwakilan Provinsi Sumatera Barat;51;24/11/2020;-;;;
1640;Pegawai 1639;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Sulawesi Barat;35;09/02/2022;-;;;
1641;Pegawai 1640;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Sulawesi Barat;37;24/01/2021;-;;;
1642;Pegawai 1641;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Kalimantan Timur;33;28/05/2020;-;;;
1643;Pegawai 1642;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Banten;37;29/05/2020;-;;;
1644;Pegawai 1643;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Lampung;51;17/12/2021;-;;;
1645;Pegawai 1644;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Sulawesi Tengah;35;27/12/2018;-;;;
1646;Pegawai 1645;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Kalimantan Utara;42;19/03/2018;19/03/2022;;;
1647;Pegawai 1646;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Papua Barat;23;28/04/2018;28/04/2022;;;
1648;Pegawai 1647;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Papua Barat;38;28/08/2018;28/08/2022;;;
1649;Pegawai 1648;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Lampung;56;04/10/2020;-;;;
1650;Pegawai 1649;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Kepulauan Riau;34;03/10/2019;-;;;
1651;Pegawai 1650;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Sulawesi Utara;32;07/06/2020;-;;;
1652;Pegawai 1651;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Sumatera Barat;37;04/03/2020;-;;;
1653;Pegawai 1652;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Banten;52;06/06/2021;-;;;
1654;Pegawai 1653;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Maluku;49;26/12/2019;-;;;
1655;Pegawai 1654;S2;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Jambi;32;08/01/2022;-;;;
1656;Pegawai 1655;S1;Arsiparis Muda ;BPK Perwakilan Provinsi Sulawesi Barat;41;13/07/2022;-;;;
1657;Pegawai 1656;S1;Pemeriksa Madya;BPK Perwakilan Provinsi Kepulauan Riau;31;12/05/2020;-;;;
1658;Pegawai 1657;S2;Arsiparis Muda ;BPK Perwakilan Provinsi Sulawesi Utara;49;31/03/2020;-;;;
1659;Pegawai 1658;S2;Pemeriksa Utama;BPK Perwakilan Provinsi DI Yogyakarta;27;24/11/2021;-;;;
1660;Pegawai 1659;S2;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Jawa Timur;58;22/04/2020;-;;;
1661;Pegawai 1660;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Papua;57;04/04/2018;04/04/2022;;;
1662;Pegawai 1661;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Banten;22;04/05/2019;-;;;
1663;Pegawai 1662;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Sumatera Barat;46;28/12/2019;-;;;
1664;Pegawai 1663;D4;Pemeriksa Utama;BPK Perwakilan Provinsi DKI Jakarta;22;13/08/2019;-;;;
1665;Pegawai 1664;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Nusa Tenggara Timur;53;23/04/2021;-;;;
1666;Pegawai 1665;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Kalimantan Selatan;28;27/03/2020;-;;;
1667;Pegawai 1666;S1;Pemeriksa Utama;BPK Perwakilan Provinsi Bali;57;04/10/2020;-;;;
1668;Pegawai 1667;S1;Pemeriksa Muda;BPK Perwakilan Provinsi Kepulauan Riau;22;22/10/2019;-;;;
1669;Pegawai 1668;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Nusa Tenggara Timur;28;15/10/2018;15/10/2022;;;
1670;Pegawai 1669;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Bali;31;07/01/2020;-;;;
1671;Pegawai 1670;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Maluku Utara;33;19/01/2020;-;;;
1672;Pegawai 1671;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Maluku;22;28/03/2019;-;;;
1673;Pegawai 1672;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Jambi;53;29/11/2018;29/11/2022;;;
1674;Pegawai 1673;S2;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Nusa Tenggara Timur;33;01/06/2018;01/06/2022;;;
1675;Pegawai 1674;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sulawesi Selatan;49;13/12/2019;-;;;
1676;Pegawai 1675;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Sumatera Selatan;39;17/03/2020;-;;;
1677;Pegawai 1676;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Jawa Tengah;45;18/05/2020;-;;;
1678;Pegawai 1677;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Jambi;53;14/03/2022;-;;;
1679;Pegawai 1678;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Lampung;30;28/12/2021;-;;;
1680;Pegawai 1679;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Maluku Utara;49;07/10/2020;-;;;
1681;Pegawai 1680;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Papua;47;04/09/2019;-;;;
1682;Pegawai 1681;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Nusa Tenggara Timur;58;08/07/2019;-;;;
1683;Pegawai 1682;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Kalimantan Utara;24;12/05/2022;-;;;
1684;Pegawai 1683;D4;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Sumatera Selatan;45;30/01/2021;-;;;
1685;Pegawai 1684;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Kalimantan Timur;27;31/01/2022;-;;;
1686;Pegawai 1685;S1;Pemeriksa Muda;BPK Perwakilan Provinsi Riau;57;06/03/2018;06/03/2022;;;
1687;Pegawai 1686;S2;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Kalimantan Timur;36;03/07/2022;-;;;
1688;Pegawai 1687;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Kalimantan Utara;49;19/10/2020;-;;;
1689;Pegawai 1688;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Sulawesi Tengah;42;08/05/2019;-;;;
1690;Pegawai 1689;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Aceh;29;09/06/2022;-;;;
1691;Pegawai 1690;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi DKI Jakarta;46;27/01/2020;-;;;
1692;Pegawai 1691;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Lampung;42;16/06/2021;-;;;
1693;Pegawai 1692;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Kalimantan Selatan;51;25/02/2022;-;;;
1694;Pegawai 1693;S1;Pemeriksa Utama;BPK Perwakilan Provinsi Sulawesi Selatan;57;13/04/2018;13/04/2022;;;
1695;Pegawai 1694;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Sulawesi Selatan;58;27/03/2021;-;;;
1696;Pegawai 1695;S2;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Sulawesi Selatan;57;05/11/2021;-;;;
1697;Pegawai 1696;S1;Arsiparis Muda ;BPK Perwakilan Provinsi Kalimantan Timur;44;21/11/2018;21/11/2022;;;
1698;Pegawai 1697;D4;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Nusa Tenggara Barat;53;30/12/2021;-;;;
1699;Pegawai 1698;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Papua Barat;40;28/12/2020;-;;;
1700;Pegawai 1699;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Kepulauan Riau;57;11/01/2022;-;;;
1701;Pegawai 1700;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Nusa Tenggara Timur;33;30/09/2019;-;;;
1702;Pegawai 1701;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Lampung;42;27/01/2018;27/01/2022;;;
1703;Pegawai 1702;S1;Pemeriksa Madya;BPK Perwakilan Provinsi Banten;23;04/04/2018;04/04/2022;;;
1704;Pegawai 1703;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Jawa Timur;30;04/02/2022;-;;;
1705;Pegawai 1704;S1;Arsiparis Muda ;BPK Perwakilan Provinsi Sulawesi Barat;46;12/02/2019;-;;;
1706;Pegawai 1705;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Kalimantan Barat;38;17/09/2019;-;;;
1707;Pegawai 1706;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Sulawesi Tengah;53;27/09/2020;-;;;
1708;Pegawai 1707;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Papua Barat;36;19/07/2020;-;;;
1709;Pegawai 1708;S1;Pranata Komputer Muda ;BPK Perwakilan Provinsi Gorontalo;52;04/11/2020;-;;;
1710;Pegawai 1709;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Maluku Utara;30;16/08/2020;-;;;
1711;Pegawai 1710;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi DKI Jakarta;29;17/12/2021;-;;;
1712;Pegawai 1711;D4;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sumatera Selatan;24;17/09/2020;-;;;
1713;Pegawai 1712;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Kalimantan Tengah;52;14/07/2019;-;;;
1714;Pegawai 1713;S1;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Kalimantan Utara;39;03/06/2019;-;;;
1715;Pegawai 1714;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Jawa Barat;27;27/09/2019;-;;;
1716;Pegawai 1715;S1;Pemeriksa Utama;BPK Perwakilan Provinsi DKI Jakarta;31;04/12/2020;-;;;
1717;Pegawai 1716;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Jawa Timur;50;19/12/2020;-;;;
1718;Pegawai 1717;S1;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Sulawesi Tengah;51;25/06/2022;-;;;
