skp_id;pegawai_nama;skp_nilai;skp_tahun
;Pegawai 268;97;31/12/2022
;Pegawai 269;81;31/12/2022
;Pegawai 270;90;31/12/2022
;Pegawai 271;83;31/12/2022
;Pegawai 272;95;31/12/2022
;Pegawai 273;81;31/12/2022
;Pegawai 274;82;31/12/2022
;Pegawai 275;96;31/12/2022
;Pegawai 276;89;31/12/2022
;Pegawai 277;74;31/12/2022
;Pegawai 278;74;31/12/2022
;Pegawai 279;81;31/12/2022
;Pegawai 280;80;31/12/2022
;Pegawai 281;96;31/12/2022
;Pegawai 282;90;31/12/2022
;Pegawai 283;80;31/12/2022
;Pegawai 284;93;31/12/2022
;Pegawai 285;86;31/12/2022
;Pegawai 286;78;31/12/2022
;Pegawai 287;77;31/12/2022
;Pegawai 288;72;31/12/2022
;Pegawai 289;75;31/12/2022
;Pegawai 290;71;31/12/2022
;Pegawai 291;71;31/12/2022
;Pegawai 292;79;31/12/2022
;Pegawai 293;92;31/12/2022
;Pegawai 294;82;31/12/2022
;Pegawai 295;76;31/12/2022
;Pegawai 296;87;31/12/2022
;Pegawai 297;95;31/12/2022
;Pegawai 298;70;31/12/2022
;Pegawai 299;83;31/12/2022
;Pegawai 300;72;31/12/2022
;Pegawai 301;91;31/12/2022
;Pegawai 302;71;31/12/2022
;Pegawai 303;72;31/12/2022
;Pegawai 304;76;31/12/2022
;Pegawai 305;82;31/12/2022
;Pegawai 306;73;31/12/2022
;Pegawai 307;76;31/12/2022
;Pegawai 308;71;31/12/2022
;Pegawai 309;73;31/12/2022
;Pegawai 310;84;31/12/2022
;Pegawai 311;72;31/12/2022
;Pegawai 312;96;31/12/2022
;Pegawai 313;91;31/12/2022
;Pegawai 314;98;31/12/2022
;Pegawai 315;87;31/12/2022
;Pegawai 316;96;31/12/2022
;Pegawai 317;97;31/12/2022
;Pegawai 318;70;31/12/2022
;Pegawai 319;93;31/12/2022
;Pegawai 320;87;31/12/2022
;Pegawai 321;92;31/12/2022
;Pegawai 322;85;31/12/2022
;Pegawai 323;92;31/12/2022
;Pegawai 324;97;31/12/2022
;Pegawai 325;83;31/12/2022
;Pegawai 326;72;31/12/2022
;Pegawai 327;88;31/12/2022
;Pegawai 328;70;31/12/2022
;Pegawai 329;71;31/12/2022
;Pegawai 330;72;31/12/2022
;Pegawai 331;74;31/12/2022
;Pegawai 332;72;31/12/2022
;Pegawai 333;74;31/12/2022
;Pegawai 334;84;31/12/2022
;Pegawai 335;73;31/12/2022
;Pegawai 336;83;31/12/2022
;Pegawai 337;82;31/12/2022
;Pegawai 338;96;31/12/2022
;Pegawai 339;87;31/12/2022
;Pegawai 340;79;31/12/2022
;Pegawai 341;99;31/12/2022
;Pegawai 342;74;31/12/2022
;Pegawai 343;91;31/12/2022
;Pegawai 344;79;31/12/2022
;Pegawai 345;97;31/12/2022
;Pegawai 346;88;31/12/2022
;Pegawai 347;75;31/12/2022
;Pegawai 348;70;31/12/2022
;Pegawai 349;72;31/12/2022
;Pegawai 350;89;31/12/2022
;Pegawai 351;87;31/12/2022
;Pegawai 352;86;31/12/2022
;Pegawai 353;81;31/12/2022
;Pegawai 354;79;31/12/2022
;Pegawai 355;91;31/12/2022
;Pegawai 356;89;31/12/2022
;Pegawai 357;93;31/12/2022
;Pegawai 358;74;31/12/2022
;Pegawai 359;81;31/12/2022
;Pegawai 360;92;31/12/2022
;Pegawai 361;98;31/12/2022
;Pegawai 362;84;31/12/2022
;Pegawai 363;79;31/12/2022
;Pegawai 364;77;31/12/2022
;Pegawai 365;93;31/12/2022
;Pegawai 366;97;31/12/2022
;Pegawai 367;93;31/12/2022
;Pegawai 368;76;31/12/2022
;Pegawai 369;88;31/12/2022
;Pegawai 370;85;31/12/2022
;Pegawai 371;73;31/12/2022
;Pegawai 372;72;31/12/2022
;Pegawai 373;95;31/12/2022
;Pegawai 374;98;31/12/2022
;Pegawai 375;85;31/12/2022
;Pegawai 376;96;31/12/2022
;Pegawai 377;84;31/12/2022
;Pegawai 378;75;31/12/2022
;Pegawai 379;93;31/12/2022
;Pegawai 380;81;31/12/2022
;Pegawai 381;86;31/12/2022
;Pegawai 382;72;31/12/2022
;Pegawai 383;91;31/12/2022
;Pegawai 384;84;31/12/2022
;Pegawai 385;92;31/12/2022
;Pegawai 386;93;31/12/2022
;Pegawai 387;89;31/12/2022
;Pegawai 388;88;31/12/2022
;Pegawai 389;92;31/12/2022
;Pegawai 390;76;31/12/2022
;Pegawai 391;96;31/12/2022
;Pegawai 392;85;31/12/2022
;Pegawai 393;81;31/12/2022
;Pegawai 394;79;31/12/2022
;Pegawai 395;79;31/12/2022
;Pegawai 396;92;31/12/2022
;Pegawai 397;92;31/12/2022
;Pegawai 398;71;31/12/2022
;Pegawai 399;98;31/12/2022
;Pegawai 400;85;31/12/2022
;Pegawai 401;78;31/12/2022
;Pegawai 402;82;31/12/2022
;Pegawai 403;75;31/12/2022
;Pegawai 404;82;31/12/2022
;Pegawai 405;96;31/12/2022
;Pegawai 406;86;31/12/2022
;Pegawai 407;92;31/12/2022
;Pegawai 408;84;31/12/2022
;Pegawai 409;95;31/12/2022
;Pegawai 410;77;31/12/2022
;Pegawai 411;98;31/12/2022
;Pegawai 412;89;31/12/2022
;Pegawai 413;77;31/12/2022
;Pegawai 414;90;31/12/2022
;Pegawai 415;73;31/12/2022
;Pegawai 416;93;31/12/2022
;Pegawai 417;73;31/12/2022
;Pegawai 418;72;31/12/2022
;Pegawai 419;70;31/12/2022
;Pegawai 420;96;31/12/2022
;Pegawai 421;73;31/12/2022
;Pegawai 422;78;31/12/2022
;Pegawai 423;88;31/12/2022
;Pegawai 424;91;31/12/2022
;Pegawai 425;81;31/12/2022
;Pegawai 426;84;31/12/2022
;Pegawai 427;93;31/12/2022
;Pegawai 428;84;31/12/2022
;Pegawai 429;78;31/12/2022
;Pegawai 430;73;31/12/2022
;Pegawai 431;88;31/12/2022
;Pegawai 432;87;31/12/2022
;Pegawai 433;75;31/12/2022
;Pegawai 434;87;31/12/2022
;Pegawai 435;80;31/12/2022
;Pegawai 436;99;31/12/2022
;Pegawai 437;89;31/12/2022
;Pegawai 438;80;31/12/2022
;Pegawai 439;82;31/12/2022
;Pegawai 440;75;31/12/2022
;Pegawai 441;73;31/12/2022
;Pegawai 442;72;31/12/2022
;Pegawai 443;87;31/12/2022
;Pegawai 444;71;31/12/2022
;Pegawai 445;78;31/12/2022
;Pegawai 446;83;31/12/2022
;Pegawai 447;84;31/12/2022
;Pegawai 448;74;31/12/2022
;Pegawai 449;83;31/12/2022
;Pegawai 450;71;31/12/2022
;Pegawai 451;79;31/12/2022
;Pegawai 452;94;31/12/2022
;Pegawai 453;90;31/12/2022
;Pegawai 454;86;31/12/2022
;Pegawai 455;95;31/12/2022
;Pegawai 456;88;31/12/2022
;Pegawai 457;70;31/12/2022
;Pegawai 458;96;31/12/2022
;Pegawai 459;80;31/12/2022
;Pegawai 460;92;31/12/2022
;Pegawai 461;89;31/12/2022
;Pegawai 462;78;31/12/2022
;Pegawai 463;94;31/12/2022
;Pegawai 464;72;31/12/2022
;Pegawai 465;95;31/12/2022
;Pegawai 466;96;31/12/2022
;Pegawai 467;92;31/12/2022
;Pegawai 468;91;31/12/2022
;Pegawai 469;76;31/12/2022
;Pegawai 470;80;31/12/2022
;Pegawai 471;84;31/12/2022
;Pegawai 472;97;31/12/2022
;Pegawai 473;98;31/12/2022
;Pegawai 474;79;31/12/2022
;Pegawai 475;92;31/12/2022
;Pegawai 476;98;31/12/2022
;Pegawai 477;78;31/12/2022
;Pegawai 478;82;31/12/2022
;Pegawai 479;71;31/12/2022
;Pegawai 480;81;31/12/2022
;Pegawai 481;86;31/12/2022
;Pegawai 482;76;31/12/2022
;Pegawai 483;90;31/12/2022
;Pegawai 484;95;31/12/2022
;Pegawai 485;97;31/12/2022
;Pegawai 486;75;31/12/2022
;Pegawai 487;73;31/12/2022
;Pegawai 488;81;31/12/2022
;Pegawai 489;97;31/12/2022
;Pegawai 490;83;31/12/2022
;Pegawai 491;88;31/12/2022
;Pegawai 492;74;31/12/2022
;Pegawai 493;95;31/12/2022
;Pegawai 494;70;31/12/2022
;Pegawai 495;78;31/12/2022
;Pegawai 496;81;31/12/2022
;Pegawai 497;76;31/12/2022
;Pegawai 498;83;31/12/2022
;Pegawai 499;96;31/12/2022
;Pegawai 500;98;31/12/2022
;Pegawai 501;73;31/12/2022
;Pegawai 502;76;31/12/2022
;Pegawai 503;71;31/12/2022
;Pegawai 504;80;31/12/2022
;Pegawai 505;97;31/12/2022
;Pegawai 506;90;31/12/2022
;Pegawai 507;89;31/12/2022
;Pegawai 508;91;31/12/2022
;Pegawai 509;73;31/12/2022
;Pegawai 510;91;31/12/2022
;Pegawai 511;75;31/12/2022
;Pegawai 512;80;31/12/2022
;Pegawai 513;80;31/12/2022
;Pegawai 514;83;31/12/2022
;Pegawai 515;87;31/12/2022
;Pegawai 516;90;31/12/2022
;Pegawai 517;73;31/12/2022
;Pegawai 518;72;31/12/2022
;Pegawai 519;85;31/12/2022
;Pegawai 520;93;31/12/2022
;Pegawai 521;81;31/12/2022
;Pegawai 522;87;31/12/2022
;Pegawai 523;94;31/12/2022
;Pegawai 524;75;31/12/2022
;Pegawai 525;72;31/12/2022
;Pegawai 526;85;31/12/2022
;Pegawai 527;98;31/12/2022
;Pegawai 528;88;31/12/2022
;Pegawai 529;90;31/12/2022
;Pegawai 530;75;31/12/2022
;Pegawai 531;94;31/12/2022
;Pegawai 532;99;31/12/2022
;Pegawai 533;83;31/12/2022
;Pegawai 534;71;31/12/2022
;Pegawai 535;79;31/12/2022
;Pegawai 536;78;31/12/2022
;Pegawai 537;91;31/12/2022
;Pegawai 538;75;31/12/2022
;Pegawai 539;88;31/12/2022
;Pegawai 540;83;31/12/2022
;Pegawai 541;98;31/12/2022
;Pegawai 542;95;31/12/2022
;Pegawai 543;82;31/12/2022
;Pegawai 544;79;31/12/2022
;Pegawai 545;95;31/12/2022
;Pegawai 546;95;31/12/2022
;Pegawai 547;96;31/12/2022
;Pegawai 548;95;31/12/2022
;Pegawai 549;72;31/12/2022
;Pegawai 550;84;31/12/2022
;Pegawai 551;76;31/12/2022
;Pegawai 552;78;31/12/2022
;Pegawai 553;78;31/12/2022
;Pegawai 554;80;31/12/2022
;Pegawai 555;95;31/12/2022
;Pegawai 556;78;31/12/2022
;Pegawai 557;72;31/12/2022
;Pegawai 558;85;31/12/2022
;Pegawai 559;89;31/12/2022
;Pegawai 560;97;31/12/2022
;Pegawai 561;72;31/12/2022
;Pegawai 562;99;31/12/2022
;Pegawai 563;80;31/12/2022
;Pegawai 564;72;31/12/2022
;Pegawai 565;97;31/12/2022
;Pegawai 566;92;31/12/2022
;Pegawai 567;97;31/12/2022
;Pegawai 568;90;31/12/2022
;Pegawai 569;79;31/12/2022
;Pegawai 570;83;31/12/2022
;Pegawai 571;96;31/12/2022
;Pegawai 572;72;31/12/2022
;Pegawai 573;92;31/12/2022
;Pegawai 574;97;31/12/2022
;Pegawai 575;77;31/12/2022
;Pegawai 576;71;31/12/2022
;Pegawai 577;99;31/12/2022
;Pegawai 578;91;31/12/2022
;Pegawai 579;73;31/12/2022
;Pegawai 580;95;31/12/2022
;Pegawai 581;75;31/12/2022
;Pegawai 582;95;31/12/2022
;Pegawai 583;83;31/12/2022
;Pegawai 584;87;31/12/2022
;Pegawai 585;99;31/12/2022
;Pegawai 586;91;31/12/2022
;Pegawai 587;84;31/12/2022
;Pegawai 588;73;31/12/2022
;Pegawai 589;70;31/12/2022
;Pegawai 590;80;31/12/2022
;Pegawai 591;98;31/12/2022
;Pegawai 592;91;31/12/2022
;Pegawai 593;76;31/12/2022
;Pegawai 594;75;31/12/2022
;Pegawai 595;75;31/12/2022
;Pegawai 596;81;31/12/2022
;Pegawai 597;85;31/12/2022
;Pegawai 598;89;31/12/2022
;Pegawai 599;97;31/12/2022
;Pegawai 600;78;31/12/2022
;Pegawai 601;80;31/12/2022
;Pegawai 602;94;31/12/2022
;Pegawai 603;73;31/12/2022
;Pegawai 604;97;31/12/2022
;Pegawai 605;83;31/12/2022
;Pegawai 606;98;31/12/2022
;Pegawai 607;97;31/12/2022
;Pegawai 608;73;31/12/2022
;Pegawai 609;75;31/12/2022
;Pegawai 610;90;31/12/2022
;Pegawai 611;90;31/12/2022
;Pegawai 612;71;31/12/2022
;Pegawai 613;82;31/12/2022
;Pegawai 614;83;31/12/2022
;Pegawai 615;75;31/12/2022
;Pegawai 616;77;31/12/2022
;Pegawai 617;72;31/12/2022
;Pegawai 618;82;31/12/2022
;Pegawai 619;88;31/12/2022
;Pegawai 620;74;31/12/2022
;Pegawai 621;76;31/12/2022
;Pegawai 622;89;31/12/2022
;Pegawai 623;87;31/12/2022
;Pegawai 624;90;31/12/2022
;Pegawai 625;86;31/12/2022
;Pegawai 626;70;31/12/2022
;Pegawai 627;76;31/12/2022
;Pegawai 628;70;31/12/2022
;Pegawai 629;90;31/12/2022
;Pegawai 630;99;31/12/2022
;Pegawai 631;92;31/12/2022
;Pegawai 632;96;31/12/2022
;Pegawai 633;91;31/12/2022
;Pegawai 634;95;31/12/2022
;Pegawai 635;80;31/12/2022
;Pegawai 636;88;31/12/2022
;Pegawai 637;88;31/12/2022
;Pegawai 638;99;31/12/2022
;Pegawai 639;75;31/12/2022
;Pegawai 640;91;31/12/2022
;Pegawai 641;70;31/12/2022
;Pegawai 642;83;31/12/2022
;Pegawai 643;96;31/12/2022
;Pegawai 644;70;31/12/2022
;Pegawai 645;72;31/12/2022
;Pegawai 646;94;31/12/2022
;Pegawai 647;93;31/12/2022
;Pegawai 648;72;31/12/2022
;Pegawai 649;86;31/12/2022
;Pegawai 650;79;31/12/2022
;Pegawai 651;98;31/12/2022
;Pegawai 652;81;31/12/2022
;Pegawai 653;71;31/12/2022
;Pegawai 654;94;31/12/2022
;Pegawai 655;97;31/12/2022
;Pegawai 656;84;31/12/2022
;Pegawai 657;76;31/12/2022
;Pegawai 658;82;31/12/2022
;Pegawai 659;98;31/12/2022
;Pegawai 660;83;31/12/2022
;Pegawai 661;73;31/12/2022
;Pegawai 662;76;31/12/2022
;Pegawai 663;77;31/12/2022
;Pegawai 664;98;31/12/2022
;Pegawai 665;88;31/12/2022
;Pegawai 666;77;31/12/2022
;Pegawai 667;75;31/12/2022
;Pegawai 668;91;31/12/2022
;Pegawai 669;95;31/12/2022
;Pegawai 670;83;31/12/2022
;Pegawai 671;74;31/12/2022
;Pegawai 672;96;31/12/2022
;Pegawai 673;76;31/12/2022
;Pegawai 674;85;31/12/2022
;Pegawai 675;97;31/12/2022
;Pegawai 676;94;31/12/2022
;Pegawai 677;83;31/12/2022
;Pegawai 678;74;31/12/2022
;Pegawai 679;89;31/12/2022
;Pegawai 680;82;31/12/2022
;Pegawai 681;86;31/12/2022
;Pegawai 682;72;31/12/2022
;Pegawai 683;75;31/12/2022
;Pegawai 684;87;31/12/2022
;Pegawai 685;75;31/12/2022
;Pegawai 686;81;31/12/2022
;Pegawai 687;74;31/12/2022
;Pegawai 688;96;31/12/2022
;Pegawai 689;91;31/12/2022
;Pegawai 690;98;31/12/2022
;Pegawai 691;83;31/12/2022
;Pegawai 692;70;31/12/2022
;Pegawai 693;94;31/12/2022
;Pegawai 694;71;31/12/2022
;Pegawai 695;71;31/12/2022
;Pegawai 696;76;31/12/2022
;Pegawai 697;73;31/12/2022
;Pegawai 698;70;31/12/2022
;Pegawai 699;92;31/12/2022
;Pegawai 700;87;31/12/2022
;Pegawai 701;96;31/12/2022
;Pegawai 702;75;31/12/2022
;Pegawai 703;96;31/12/2022
;Pegawai 704;95;31/12/2022
;Pegawai 705;88;31/12/2022
;Pegawai 706;87;31/12/2022
;Pegawai 707;90;31/12/2022
;Pegawai 708;76;31/12/2022
;Pegawai 709;80;31/12/2022
;Pegawai 710;92;31/12/2022
;Pegawai 711;92;31/12/2022
;Pegawai 712;82;31/12/2022
;Pegawai 713;86;31/12/2022
;Pegawai 714;78;31/12/2022
;Pegawai 715;77;31/12/2022
;Pegawai 716;98;31/12/2022
;Pegawai 717;74;31/12/2022
;Pegawai 718;91;31/12/2022
;Pegawai 719;98;31/12/2022
;Pegawai 720;88;31/12/2022
;Pegawai 721;88;31/12/2022
;Pegawai 722;72;31/12/2022
;Pegawai 723;94;31/12/2022
;Pegawai 724;99;31/12/2022
;Pegawai 725;79;31/12/2022
;Pegawai 726;70;31/12/2022
;Pegawai 727;73;31/12/2022
;Pegawai 728;91;31/12/2022
;Pegawai 729;70;31/12/2022
;Pegawai 730;74;31/12/2022
;Pegawai 731;81;31/12/2022
;Pegawai 732;87;31/12/2022
;Pegawai 733;84;31/12/2022
;Pegawai 734;92;31/12/2022
;Pegawai 735;91;31/12/2022
;Pegawai 736;81;31/12/2022
;Pegawai 737;73;31/12/2022
;Pegawai 738;78;31/12/2022
;Pegawai 739;89;31/12/2022
;Pegawai 740;79;31/12/2022
;Pegawai 741;95;31/12/2022
;Pegawai 742;75;31/12/2022
;Pegawai 743;72;31/12/2022
;Pegawai 744;71;31/12/2022
;Pegawai 745;88;31/12/2022
;Pegawai 746;76;31/12/2022
;Pegawai 747;81;31/12/2022
;Pegawai 748;71;31/12/2022
;Pegawai 749;82;31/12/2022
;Pegawai 750;95;31/12/2022
;Pegawai 751;87;31/12/2022
;Pegawai 752;76;31/12/2022
;Pegawai 753;98;31/12/2022
;Pegawai 754;74;31/12/2022
;Pegawai 755;88;31/12/2022
;Pegawai 756;88;31/12/2022
;Pegawai 757;73;31/12/2022
;Pegawai 758;97;31/12/2022
;Pegawai 759;99;31/12/2022
;Pegawai 760;77;31/12/2022
;Pegawai 761;85;31/12/2022
;Pegawai 762;83;31/12/2022
;Pegawai 763;73;31/12/2022
;Pegawai 764;81;31/12/2022
;Pegawai 765;88;31/12/2022
;Pegawai 766;97;31/12/2022
;Pegawai 767;76;31/12/2022
;Pegawai 768;93;31/12/2022
;Pegawai 769;80;31/12/2022
;Pegawai 770;83;31/12/2022
;Pegawai 771;94;31/12/2022
;Pegawai 772;76;31/12/2022
;Pegawai 773;70;31/12/2022
;Pegawai 774;82;31/12/2022
;Pegawai 775;95;31/12/2022
;Pegawai 776;81;31/12/2022
;Pegawai 777;72;31/12/2022
;Pegawai 778;74;31/12/2022
;Pegawai 779;78;31/12/2022
;Pegawai 780;73;31/12/2022
;Pegawai 781;73;31/12/2022
;Pegawai 782;87;31/12/2022
;Pegawai 783;84;31/12/2022
;Pegawai 784;83;31/12/2022
;Pegawai 785;95;31/12/2022
;Pegawai 786;92;31/12/2022
;Pegawai 787;71;31/12/2022
;Pegawai 788;70;31/12/2022
;Pegawai 789;79;31/12/2022
;Pegawai 790;77;31/12/2022
;Pegawai 791;84;31/12/2022
;Pegawai 792;78;31/12/2022
;Pegawai 793;88;31/12/2022
;Pegawai 794;78;31/12/2022
;Pegawai 795;85;31/12/2022
;Pegawai 796;89;31/12/2022
;Pegawai 797;97;31/12/2022
;Pegawai 798;95;31/12/2022
;Pegawai 799;96;31/12/2022
;Pegawai 800;89;31/12/2022
;Pegawai 801;88;31/12/2022
;Pegawai 802;79;31/12/2022
;Pegawai 803;84;31/12/2022
;Pegawai 804;97;31/12/2022
;Pegawai 805;93;31/12/2022
;Pegawai 806;73;31/12/2022
;Pegawai 807;89;31/12/2022
;Pegawai 808;90;31/12/2022
;Pegawai 809;89;31/12/2022
;Pegawai 810;74;31/12/2022
;Pegawai 811;91;31/12/2022
;Pegawai 812;76;31/12/2022
;Pegawai 813;96;31/12/2022
;Pegawai 814;96;31/12/2022
;Pegawai 815;89;31/12/2022
;Pegawai 816;85;31/12/2022
;Pegawai 817;73;31/12/2022
;Pegawai 818;79;31/12/2022
;Pegawai 819;78;31/12/2022
;Pegawai 820;75;31/12/2022
;Pegawai 821;71;31/12/2022
;Pegawai 822;96;31/12/2022
;Pegawai 823;70;31/12/2022
;Pegawai 824;95;31/12/2022
;Pegawai 825;92;31/12/2022
;Pegawai 826;73;31/12/2022
;Pegawai 827;98;31/12/2022
;Pegawai 828;85;31/12/2022
;Pegawai 829;82;31/12/2022
;Pegawai 830;94;31/12/2022
;Pegawai 831;83;31/12/2022
;Pegawai 832;76;31/12/2022
;Pegawai 833;78;31/12/2022
;Pegawai 834;76;31/12/2022
;Pegawai 835;90;31/12/2022
;Pegawai 836;78;31/12/2022
;Pegawai 837;77;31/12/2022
;Pegawai 838;94;31/12/2022
;Pegawai 839;99;31/12/2022
;Pegawai 840;77;31/12/2022
;Pegawai 841;72;31/12/2022
;Pegawai 842;71;31/12/2022
;Pegawai 843;88;31/12/2022
;Pegawai 844;74;31/12/2022
;Pegawai 845;82;31/12/2022
;Pegawai 846;80;31/12/2022
;Pegawai 847;81;31/12/2022
;Pegawai 848;92;31/12/2022
;Pegawai 849;85;31/12/2022
;Pegawai 850;80;31/12/2022
;Pegawai 851;77;31/12/2022
;Pegawai 852;93;31/12/2022
;Pegawai 853;93;31/12/2022
;Pegawai 854;93;31/12/2022
;Pegawai 855;95;31/12/2022
;Pegawai 856;72;31/12/2022
;Pegawai 857;70;31/12/2022
;Pegawai 858;98;31/12/2022
;Pegawai 859;83;31/12/2022
;Pegawai 860;81;31/12/2022
;Pegawai 861;91;31/12/2022
;Pegawai 862;88;31/12/2022
;Pegawai 863;91;31/12/2022
;Pegawai 864;75;31/12/2022
;Pegawai 865;73;31/12/2022
;Pegawai 866;84;31/12/2022
;Pegawai 867;82;31/12/2022
;Pegawai 868;94;31/12/2022
;Pegawai 869;84;31/12/2022
;Pegawai 870;87;31/12/2022
;Pegawai 871;78;31/12/2022
;Pegawai 872;95;31/12/2022
;Pegawai 873;85;31/12/2022
;Pegawai 874;80;31/12/2022
;Pegawai 875;73;31/12/2022
;Pegawai 876;83;31/12/2022
;Pegawai 877;71;31/12/2022
;Pegawai 878;97;31/12/2022
;Pegawai 879;70;31/12/2022
;Pegawai 880;84;31/12/2022
;Pegawai 881;84;31/12/2022
;Pegawai 882;84;31/12/2022
;Pegawai 883;89;31/12/2022
;Pegawai 884;89;31/12/2022
;Pegawai 885;97;31/12/2022
;Pegawai 886;97;31/12/2022
;Pegawai 887;98;31/12/2022
;Pegawai 888;91;31/12/2022
;Pegawai 889;95;31/12/2022
;Pegawai 890;99;31/12/2022
;Pegawai 891;72;31/12/2022
;Pegawai 892;90;31/12/2022
;Pegawai 893;82;31/12/2022
;Pegawai 894;76;31/12/2022
;Pegawai 895;93;31/12/2022
;Pegawai 896;87;31/12/2022
;Pegawai 897;87;31/12/2022
;Pegawai 898;90;31/12/2022
;Pegawai 899;92;31/12/2022
;Pegawai 900;81;31/12/2022
;Pegawai 901;79;31/12/2022
;Pegawai 902;80;31/12/2022
;Pegawai 903;86;31/12/2022
;Pegawai 904;71;31/12/2022
;Pegawai 905;91;31/12/2022
;Pegawai 906;96;31/12/2022
;Pegawai 907;71;31/12/2022
;Pegawai 908;74;31/12/2022
;Pegawai 909;71;31/12/2022
;Pegawai 910;78;31/12/2022
;Pegawai 911;84;31/12/2022
;Pegawai 912;78;31/12/2022
;Pegawai 913;85;31/12/2022
;Pegawai 914;76;31/12/2022
;Pegawai 915;71;31/12/2022
;Pegawai 916;89;31/12/2022
;Pegawai 917;80;31/12/2022
;Pegawai 918;81;31/12/2022
;Pegawai 919;94;31/12/2022
;Pegawai 920;99;31/12/2022
;Pegawai 921;82;31/12/2022
;Pegawai 922;81;31/12/2022
;Pegawai 923;72;31/12/2022
;Pegawai 924;93;31/12/2022
;Pegawai 925;74;31/12/2022
;Pegawai 926;95;31/12/2022
;Pegawai 927;82;31/12/2022
;Pegawai 928;81;31/12/2022
;Pegawai 929;88;31/12/2022
;Pegawai 930;81;31/12/2022
;Pegawai 931;82;31/12/2022
;Pegawai 932;70;31/12/2022
;Pegawai 933;82;31/12/2022
;Pegawai 934;73;31/12/2022
;Pegawai 935;70;31/12/2022
;Pegawai 936;78;31/12/2022
;Pegawai 937;90;31/12/2022
;Pegawai 938;97;31/12/2022
;Pegawai 939;84;31/12/2022
;Pegawai 940;74;31/12/2022
;Pegawai 941;77;31/12/2022
;Pegawai 942;76;31/12/2022
;Pegawai 943;78;31/12/2022
;Pegawai 944;95;31/12/2022
;Pegawai 945;84;31/12/2022
;Pegawai 946;75;31/12/2022
;Pegawai 947;93;31/12/2022
;Pegawai 948;82;31/12/2022
;Pegawai 949;91;31/12/2022
;Pegawai 950;87;31/12/2022
;Pegawai 951;81;31/12/2022
;Pegawai 952;88;31/12/2022
;Pegawai 953;80;31/12/2022
;Pegawai 954;82;31/12/2022
;Pegawai 955;73;31/12/2022
;Pegawai 956;71;31/12/2022
;Pegawai 957;72;31/12/2022
;Pegawai 958;85;31/12/2022
;Pegawai 959;80;31/12/2022
;Pegawai 960;84;31/12/2022
;Pegawai 961;88;31/12/2022
;Pegawai 962;77;31/12/2022
;Pegawai 963;91;31/12/2022
;Pegawai 964;86;31/12/2022
;Pegawai 965;86;31/12/2022
;Pegawai 966;85;31/12/2022
;Pegawai 967;75;31/12/2022
;Pegawai 968;84;31/12/2022
;Pegawai 969;89;31/12/2022
;Pegawai 970;71;31/12/2022
;Pegawai 971;87;31/12/2022
;Pegawai 972;98;31/12/2022
;Pegawai 973;97;31/12/2022
;Pegawai 974;92;31/12/2022
;Pegawai 975;79;31/12/2022
;Pegawai 976;82;31/12/2022
;Pegawai 977;89;31/12/2022
;Pegawai 978;76;31/12/2022
;Pegawai 979;76;31/12/2022
;Pegawai 980;73;31/12/2022
;Pegawai 981;77;31/12/2022
;Pegawai 982;79;31/12/2022
;Pegawai 983;90;31/12/2022
;Pegawai 984;78;31/12/2022
;Pegawai 985;78;31/12/2022
;Pegawai 986;81;31/12/2022
;Pegawai 987;74;31/12/2022
;Pegawai 988;80;31/12/2022
;Pegawai 989;92;31/12/2022
;Pegawai 990;77;31/12/2022
;Pegawai 991;72;31/12/2022
;Pegawai 992;78;31/12/2022
;Pegawai 993;84;31/12/2022
;Pegawai 994;98;31/12/2022
;Pegawai 995;96;31/12/2022
;Pegawai 996;70;31/12/2022
;Pegawai 997;85;31/12/2022
;Pegawai 998;70;31/12/2022
;Pegawai 999;94;31/12/2022
;Pegawai 1000;99;31/12/2022
;Pegawai 1001;76;31/12/2022
;Pegawai 1002;84;31/12/2022
;Pegawai 1003;95;31/12/2022
;Pegawai 1004;79;31/12/2022
;Pegawai 1005;94;31/12/2022
;Pegawai 1006;95;31/12/2022
;Pegawai 1007;85;31/12/2022
;Pegawai 1008;70;31/12/2022
;Pegawai 1009;72;31/12/2022
;Pegawai 1010;88;31/12/2022
;Pegawai 1011;86;31/12/2022
;Pegawai 1012;98;31/12/2022
;Pegawai 1013;97;31/12/2022
;Pegawai 1014;98;31/12/2022
;Pegawai 1015;74;31/12/2022
;Pegawai 1016;90;31/12/2022
;Pegawai 1017;88;31/12/2022
;Pegawai 1018;87;31/12/2022
;Pegawai 1019;94;31/12/2022
;Pegawai 1020;88;31/12/2022
;Pegawai 1021;73;31/12/2022
;Pegawai 1022;92;31/12/2022
;Pegawai 1023;70;31/12/2022
;Pegawai 1024;77;31/12/2022
;Pegawai 1025;70;31/12/2022
;Pegawai 1026;78;31/12/2022
;Pegawai 1027;85;31/12/2022
;Pegawai 1028;72;31/12/2022
;Pegawai 1029;85;31/12/2022
;Pegawai 1030;85;31/12/2022
;Pegawai 1031;84;31/12/2022
;Pegawai 1032;83;31/12/2022
;Pegawai 1033;90;31/12/2022
;Pegawai 1034;87;31/12/2022
;Pegawai 1035;73;31/12/2022
;Pegawai 1036;75;31/12/2022
;Pegawai 1037;96;31/12/2022
;Pegawai 1038;97;31/12/2022
;Pegawai 1039;80;31/12/2022
;Pegawai 1040;99;31/12/2022
